aPAR by Cab per leaf layer 
umol-2s-1 
   900.34   895.90   891.49   887.12   882.78   878.49   874.22   869.99   865.80   861.64   857.52   853.43   849.37   845.35   841.36   837.41   833.49   829.61   825.75   821.93   818.15   814.39   810.67   806.99   803.33   799.71   796.12   792.56   789.03   785.54   782.08   778.64   775.24   771.87   768.54   765.23   761.95   758.71   755.49   752.31   749.16   746.03   742.94   739.88   736.84   733.84   730.87   727.92   725.01   722.12   719.27   716.44   713.64   710.87   708.13   705.42   702.74   700.08   697.46   694.86     0.00
   879.63   873.24   866.91   860.66   854.47   848.34   842.28   836.29   830.37   824.50   818.70   812.97   807.30   801.69   796.14   790.66   785.23   779.87   774.57   769.33   764.15   759.02   753.96   748.95   744.01   739.12   734.28   729.51   724.79   720.13   715.52   710.97   706.47   702.03   697.65   693.31   689.04   684.81   680.64   676.52   672.45   668.44   664.48   660.57   656.71   652.90   649.14   645.44   641.78   638.17   634.62   631.11   627.65   624.25   620.89   617.58   614.31   611.10   607.93   604.81     0.00
   858.20   848.83   839.59   830.49   821.51   812.67   803.94   795.35   786.88   778.53   770.31   762.20   754.21   746.34   738.59   730.95   723.42   716.01   708.70   701.51   694.42   687.45   680.58   673.81   667.15   660.59   654.13   647.78   641.52   635.37   629.31   623.35   617.48   611.71   606.04   600.46   594.97   589.57   584.27   579.05   573.92   568.89   563.94   559.07   554.30   549.61   545.00   540.48   536.05   531.69   527.42   523.23   519.13   515.10   511.15   507.28   503.50   499.79   496.16   492.60     0.00
   837.77   823.44   809.39   795.63   782.14   768.92   755.97   743.28   730.85   718.66   706.73   695.03   683.58   672.35   661.36   650.59   640.04   629.71   619.59   609.68   599.98   590.48   581.17   572.07   563.16   554.43   545.89   537.54   529.36   521.36   513.54   505.89   498.40   491.09   483.93   476.94   470.11   463.43   456.91   450.54   444.32   438.25   432.32   426.54   420.90   415.40   410.04   404.82   399.73   394.78   389.96   385.27   380.71   376.27   371.97   367.79   363.73   359.80   355.99   352.30     0.00
   827.06   807.86   789.15   770.92   753.17   735.87   719.02   702.61   686.62   671.04   655.86   641.08   626.69   612.66   599.00   585.69   572.74   560.11   547.82   535.85   524.19   512.84   501.79   491.03   480.56   470.36   460.44   450.78   441.38   432.23   423.34   414.68   406.27   398.08   390.13   382.39   374.88   367.58   360.48   353.60   346.91   340.42   334.13   328.02   322.10   316.37   310.81   305.44   300.23   295.20   290.34   285.64   281.11   276.74   272.53   268.48   264.58   260.84   257.25   253.80     0.00
   820.78   796.80   773.58   751.10   729.34   708.26   687.85   668.08   648.94   630.40   612.45   595.06   578.22   561.91   546.11   530.81   516.00   501.65   487.75   474.29   461.25   448.63   436.40   424.57   413.10   402.01   391.26   380.86   370.79   361.05   351.62   342.49   333.66   325.12   316.86   308.87   301.15   293.69   286.48   279.51   272.79   266.29   260.03   253.99   248.16   242.55   237.14   231.94   226.93   222.12   217.50   213.07   208.82   204.76   200.87   197.16   193.62   190.25   187.04   184.01     0.00
   816.53   787.87   760.30   733.76   708.22   683.64   659.98   637.20   615.28   594.17   573.85   554.29   535.45   517.31   499.84   483.01   466.81   451.21   436.18   421.71   407.76   394.34   381.40   368.95   356.95   345.40   334.27   323.55   313.23   303.29   293.73   284.52   275.65   267.11   258.90   251.00   243.40   236.09   229.06   222.30   215.81   209.57   203.59   197.84   192.33   187.05   181.98   177.14   172.50   168.07   163.85   159.81   155.97   152.32   148.85   145.56   142.44   139.51   136.74   134.15     0.00
   810.40   772.61   736.71   702.58   670.14   639.31   609.98   582.10   555.58   530.34   506.34   483.50   461.76   441.07   421.37   402.62   384.76   367.75   351.55   336.12   321.43   307.42   294.08   281.36   269.24   257.69   246.68   236.19   226.18   216.65   207.56   198.89   190.63   182.76   175.26   168.11   161.29   154.80   148.62   142.73   137.12   131.79   126.71   121.89   117.30   112.94   108.81   104.89   101.17    97.66    94.34    91.20    88.25    85.47    82.87    80.43    78.16    76.05    74.09    72.29     0.00
   805.31   758.65   714.88   673.79   635.21   598.99   564.97   533.00   502.96   474.72   448.17   423.20   399.72   377.62   356.82   337.24   318.80   301.44   285.08   269.67   255.15   241.46   228.55   216.38   204.91   194.08   183.86   174.22   165.13   156.54   148.43   140.78   133.56   126.73   120.29   114.21   108.47   103.05    97.93    93.10    88.54    84.23    80.18    76.35    72.75    69.35    66.16    63.15    60.33    57.69    55.21    52.89    50.73    48.71    46.84    45.11    43.52    42.06    40.73    39.53     0.00
   800.52   745.23   694.00   646.51   602.48   561.64   523.74   488.56   455.89   425.54   397.34   371.12   346.74   324.06   302.95   283.30   265.01   247.96   232.08   217.27   203.47   190.59   178.58   167.36   156.89   147.12   137.99   129.46   121.48   114.03   107.06   100.54    94.45    88.75    83.41    78.42    73.75    69.37    65.28    61.45    57.87    54.52    51.39    48.45    45.71    43.16    40.77    38.54    36.46    34.53    32.73    31.07    29.53    28.10    26.79    25.60    24.51    23.52    22.63    21.84     0.00
