total emitted fluorescence by all photosystems for wavelengths of 640 to 850 nm, with 1 nm resolution 
W m-2 um-1 
    0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000  
    0.0000     0.0178     0.0467     0.0879     0.1424     0.2113     0.2957     0.3967     0.5153     0.6527     0.8100     0.9881     1.1883     1.4115     1.6590     1.9317     2.2307     2.5572     2.9122     3.2968     3.7120     4.1591     4.6390     5.1528     5.7016     6.2866     6.9089     7.5693     8.2687     9.0094     9.7925    10.6156    11.4788    12.3967    13.3738    14.3612    15.3466    16.5180    18.0137    19.5726    20.9053    22.0070    22.9186    23.5769    23.9275    24.0531    24.0265    23.7418    23.0985    22.1948    21.1545    20.0038    18.7766    17.6340    16.7094    15.8968    15.0769    14.3150    13.6899    13.1486    12.6265    12.1450    11.7388    11.4127    11.1578    10.9429    10.7413    10.5663    10.4375    10.3586    10.3270    10.3307    10.3550    10.3840    10.4110    10.4680    10.5777    10.6877    10.7506    10.8149    10.9333    11.0812    11.2215    11.3443    11.4489    11.5435    11.6397    11.7550    11.8994    12.0475    12.1751    12.2981    12.4332    12.5576    12.6476    12.7142    12.7743    12.8333    12.8876    12.9086    12.8718    12.7958    12.7014    12.5765    12.4069    12.2040    11.9799    11.7245    11.4280    11.1048    10.7712    10.4266    10.0696     9.7110     9.3634     9.0320     8.7148     8.3878     8.0285     7.6412     7.2437     6.8790     6.5805     6.3184     6.0567     5.7987     5.5511     5.2956     5.0179     4.7451     4.5040     4.2773     4.0441     3.8128     3.5979     3.4081     3.2452     3.0882     2.9206     2.7670     2.6509     2.5509     2.4424     2.3324     2.2330     2.1438     2.0623     1.9886     1.9205     1.8439     1.7506     1.6682     1.6222     1.5935     1.5587     1.5193     1.4817     1.4455     1.4091     1.3724     1.3361     1.3000     1.2641     1.2284     1.1929     1.1577     1.1227     1.0880     1.0535     1.0193     0.9854     0.9519     0.9186     0.8856     0.8530     0.8208     0.7889     0.7574     0.7262     0.6955     0.6651     0.6352     0.6057     0.5766     0.5480     0.5199     0.4922     0.4650     0.4383     0.4122     0.3865     0.3614     0.3368     0.3128     0.2893     0.2664     0.2441     0.2224     0.2013     0.1808     0.1610     0.1418     0.1233     0.1054     0.0882     0.0717     0.0559     0.0408     0.0265     0.0129     0.0000  
    0.0000     0.0229     0.0600     0.1130     0.1830     0.2716     0.3801     0.5100     0.6625     0.8392     1.0413     1.2704     1.5277     1.8147     2.1328     2.4834     2.8679     3.2876     3.7440     4.2384     4.7723     5.3470     5.9640     6.6246     7.3302     8.0823     8.8823     9.7313    10.6305    11.5827    12.5895    13.6477    14.7575    15.9375    17.1937    18.4632    19.7300    21.2360    23.1588    25.1631    26.8764    28.2928    29.4648    30.3111    30.7618    30.9233    30.8891    30.5231    29.6960    28.5342    27.1968    25.7174    24.1397    22.6707    21.4820    20.4373    19.3832    18.4037    17.6001    16.9041    16.2330    15.6139    15.0918    14.6724    14.3447    14.0685    13.8093    13.5843    13.4188    13.3173    13.2766    13.2814    13.3127    13.3500    13.3847    13.4579    13.5989    13.7403    13.8213    13.9039    14.0561    14.2463    14.4266    14.5845    14.7191    14.8407    14.9643    15.1125    15.2982    15.4886    15.6526    15.8108    15.9844    16.1444    16.2601    16.3457    16.4230    16.4988    16.5687    16.5956    16.5483    16.4506    16.3293    16.1686    15.9506    15.6898    15.4017    15.0734    14.6922    14.2767    13.8477    13.4048    12.9457    12.4847    12.0378    11.6118    11.2039    10.7836    10.3216     9.8238     9.3127     8.8438     8.4601     8.1231     7.7866     7.4549     7.1366     6.8082     6.4511     6.1005     5.7905     5.4990     5.1992     4.9018     4.6255     4.3815     4.1721     3.9702     3.7548     3.5574     3.4081     3.2795     3.1400     2.9987     2.8708     2.7561     2.6513     2.5566     2.4690     2.3706     2.2507     2.1447     2.0855     2.0487     2.0039     1.9532     1.9049     1.8584     1.8115     1.7644     1.7177     1.6713     1.6252     1.5793     1.5337     1.4884     1.4434     1.3987     1.3544     1.3105     1.2669     1.2237     1.1810     1.1386     1.0967     1.0552     1.0142     0.9737     0.9336     0.8941     0.8551     0.8166     0.7787     0.7413     0.7046     0.6684     0.6328     0.5978     0.5635     0.5299     0.4969     0.4646     0.4330     0.4021     0.3719     0.3425     0.3138     0.2859     0.2588     0.2325     0.2070     0.1823     0.1585     0.1355     0.1134     0.0922     0.0719     0.0525     0.0341     0.0165     0.0000  
    0.0000     0.0260     0.0684     0.1288     0.2086     0.3096     0.4332     0.5812     0.7550     0.9563     1.1867     1.4477     1.7410     2.0681     2.4306     2.8302     3.2683     3.7466     4.2667     4.8302     5.4386     6.0936     6.7968     7.5496     8.3537     9.2108    10.1225    11.0901    12.1149    13.2000    14.3474    15.5534    16.8181    18.1629    19.5945    21.0412    22.4849    24.2012    26.3926    28.6767    30.6292    32.2434    33.5790    34.5435    35.0571    35.2412    35.2022    34.7851    33.8425    32.5185    30.9943    29.3084    27.5104    25.8363    24.4816    23.2910    22.0897    20.9735    20.0576    19.2645    18.4997    17.7941    17.1991    16.7212    16.3477    16.0329    15.7375    15.4812    15.2924    15.1768    15.1305    15.1359    15.1716    15.2141    15.2536    15.3371    15.4978    15.6589    15.7512    15.8453    16.0188    16.2356    16.4410    16.6210    16.7743    16.9129    17.0538    17.2227    17.4343    17.6513    17.8382    18.0185    18.2164    18.3986    18.5305    18.6281    18.7161    18.8026    18.8822    18.9129    18.8590    18.7476    18.6093    18.4263    18.1778    17.8806    17.5523    17.1781    16.7437    16.2701    15.7813    15.2765    14.7533    14.2280    13.7187    13.2331    12.7684    12.2893    11.7628    11.1955    10.6131    10.0787     9.6414     9.2573     8.8739     8.4959     8.1332     7.7588     7.3519     6.9523     6.5990     6.2668     5.9251     5.5863     5.2714     4.9933     4.7546     4.5246     4.2791     4.0541     3.8840     3.7375     3.5785     3.4174     3.2717     3.1410     3.0215     2.9135     2.8138     2.7016     2.5649     2.4442     2.3767     2.3348     2.2837     2.2259     2.1709     2.1179     2.0645     2.0108     1.9575     1.9047     1.8521     1.7998     1.7478     1.6962     1.6449     1.5940     1.5436     1.4935     1.4438     1.3946     1.3459     1.2976     1.2498     1.2026     1.1558     1.1096     1.0640     1.0189     0.9745     0.9306     0.8874     0.8448     0.8029     0.7617     0.7212     0.6813     0.6422     0.6039     0.5663     0.5295     0.4934     0.4582     0.4238     0.3903     0.3576     0.3258     0.2949     0.2649     0.2359     0.2078     0.1806     0.1544     0.1293     0.1051     0.0819     0.0598     0.0388     0.0189     0.0000  
    0.0000     0.0284     0.0746     0.1403     0.2274     0.3374     0.4722     0.6335     0.8230     1.0424     1.2935     1.5780     1.8976     2.2542     2.6493     3.0848     3.5623     4.0837     4.6506     5.2647     5.9279     6.6418     7.4082     8.2287     9.1052    10.0394    11.0332    12.0877    13.2047    14.3875    15.6381    16.9525    18.3310    19.7968    21.3572    22.9341    24.5077    26.3783    28.7668    31.2564    33.3846    35.1440    36.5997    37.6510    38.2108    38.4115    38.3689    37.9143    36.8870    35.4439    33.7826    31.9450    29.9852    28.1605    26.6839    25.3863    24.0769    22.8603    21.8620    20.9975    20.1639    19.3948    18.7463    18.2254    17.8183    17.4752    17.1532    16.8738    16.6681    16.5421    16.4916    16.4975    16.5364    16.5827    16.6258    16.7168    16.8919    17.0676    17.1681    17.2708    17.4599    17.6961    17.9200    18.1162    18.2833    18.4343    18.5880    18.7721    19.0027    19.2392    19.4429    19.6394    19.8551    20.0538    20.1975    20.3039    20.3998    20.4940    20.5808    20.6143    20.5556    20.4341    20.2834    20.0839    19.8131    19.4891    19.1313    18.7234    18.2499    17.7338    17.2010    16.6507    16.0805    15.5079    14.9528    14.4236    13.9170    13.3949    12.8210    12.2026    11.5678    10.9854    10.5087    10.0901     9.6722     9.2601     8.8648     8.4568     8.0133     7.5777     7.1927     6.8306     6.4581     6.0888     5.7456     5.4425     5.1824     4.9316     4.6641     4.4188     4.2334     4.0737     3.9004     3.7248     3.5660     3.4235     3.2934     3.1756     3.0669     2.9446     2.7957     2.6641     2.5905     2.5448     2.4891     2.4262     2.3662     2.3084     2.2502     2.1917     2.1336     2.0760     2.0187     1.9617     1.9051     1.8488     1.7929     1.7374     1.6824     1.6278     1.5737     1.5201     1.4669     1.4143     1.3623     1.3107     1.2598     1.2094     1.1597     1.1106     1.0621     1.0144     0.9672     0.9208     0.8752     0.8302     0.7860     0.7426     0.7000     0.6582     0.6172     0.5771     0.5378     0.4994     0.4620     0.4254     0.3898     0.3551     0.3215     0.2888     0.2571     0.2265     0.1969     0.1683     0.1409     0.1145     0.0893     0.0652     0.0423     0.0206     0.0000  
    0.0000     0.0318     0.0835     0.1570     0.2544     0.3775     0.5283     0.7088     0.9208     1.1663     1.4472     1.7656     2.1232     2.5221     2.9642     3.4515     3.9858     4.5691     5.2034     5.8906     6.6326     7.4313     8.2888     9.2069    10.1876    11.2329    12.3447    13.5246    14.7744    16.0978    17.4970    18.9678    20.5101    22.1501    23.8960    25.6604    27.4210    29.5140    32.1864    34.9720    37.3532    39.3218    40.9505    42.1268    42.7532    42.9776    42.9300    42.4213    41.2719    39.6573    37.7984    35.7424    33.5496    31.5081    29.8559    28.4041    26.9390    25.5778    24.4608    23.4936    22.5609    21.7004    20.9747    20.3919    19.9365    19.5526    19.1923    18.8797    18.6495    18.5085    18.4520    18.4586    18.5021    18.5540    18.6022    18.7040    18.8999    19.0965    19.2090    19.3238    19.5354    19.7997    20.0503    20.2697    20.4567    20.6257    20.7976    21.0036    21.2616    21.5263    21.7542    21.9741    22.2154    22.4376    22.5985    22.7175    22.8248    22.9303    23.0274    23.0648    22.9991    22.8633    22.6946    22.4714    22.1683    21.8058    21.4055    20.9492    20.4194    19.8419    19.2458    18.6301    17.9921    17.3514    16.7303    16.1382    15.5714    14.9872    14.3451    13.6532    12.9430    12.2913    11.7579    11.2896    10.8220    10.3609     9.9186     9.4621     8.9659     8.4785     8.0477     7.6426     7.2259     6.8126     6.4286     6.0895     5.7984     5.5179     5.2185     4.9441     4.7366     4.5579     4.3640     4.1676     3.9899     3.8305     3.6849     3.5531     3.4315     3.2946     3.1280     2.9808     2.8985     2.8473     2.7850     2.7146     2.6475     2.5828     2.5177     2.4522     2.3873     2.3228     2.2587     2.1949     2.1315     2.0686     2.0060     1.9440     1.8824     1.8213     1.7608     1.7008     1.6413     1.5825     1.5242     1.4665     1.4096     1.3532     1.2976     1.2426     1.1884     1.1349     1.0822     1.0303     0.9792     0.9289     0.8795     0.8309     0.7832     0.7364     0.6906     0.6457     0.6018     0.5588     0.5169     0.4760     0.4361     0.3974     0.3597     0.3231     0.2877     0.2534     0.2203     0.1883     0.1576     0.1282     0.0999     0.0730     0.0473     0.0230     0.0000  
    0.0000     0.0342     0.0898     0.1689     0.2737     0.4061     0.5684     0.7625     0.9906     1.2547     1.5569     1.8994     2.2841     2.7133     3.1889     3.7131     4.2879     4.9154     5.5978     6.3370     7.1353     7.9946     8.9171     9.9047    10.9597    12.0842    13.2804    14.5497    15.8942    17.3178    18.8232    20.4054    22.0646    23.8289    25.7072    27.6052    29.4993    31.7509    34.6259    37.6226    40.1842    42.3020    44.0542    45.3197    45.9935    46.2350    46.1838    45.6365    44.4000    42.6630    40.6633    38.4514    36.0924    33.8962    32.1188    30.5569    28.9808    27.5164    26.3148    25.2742    24.2708    23.3451    22.5644    21.9375    21.4475    21.0345    20.6470    20.3106    20.0630    19.9113    19.8505    19.8577    19.9044    19.9602    20.0121    20.1216    20.3324    20.5438    20.6649    20.7884    21.0160    21.3004    21.5699    21.8060    22.0072    22.1890    22.3739    22.5955    22.8731    23.1578    23.4030    23.6395    23.8991    24.1382    24.3113    24.4393    24.5548    24.6682    24.7727    24.8129    24.7423    24.5961    24.4147    24.1745    23.8485    23.4585    23.0279    22.5370    21.9670    21.3457    20.7044    20.0421    19.3557    18.6665    17.9983    17.3613    16.7516    16.1231    15.4323    14.6880    13.9239    13.2228    12.6491    12.1452    11.6422    11.1462    10.6704    10.1792     9.6454     9.1211     8.6576     8.2218     7.7735     7.3290     6.9159     6.5511     6.2379     5.9361     5.6140     5.3188     5.0956     4.9034     4.6948     4.4834     4.2923     4.1208     3.9641     3.8224     3.6916     3.5444     3.3651     3.2067     3.1182     3.0631     2.9961     2.9203     2.8481     2.7786     2.7085     2.6381     2.5682     2.4989     2.4299     2.3613     2.2931     2.2253     2.1581     2.0913     2.0251     1.9594     1.8942     1.8297     1.7657     1.7024     1.6397     1.5777     1.5164     1.4558     1.3959     1.3368     1.2785     1.2210     1.1643     1.1084     1.0534     0.9993     0.9461     0.8939     0.8426     0.7923     0.7429     0.6946     0.6474     0.6012     0.5561     0.5121     0.4692     0.4275     0.3869     0.3476     0.3095     0.2726     0.2370     0.2026     0.1696     0.1379     0.1075     0.0785     0.0509     0.0247     0.0000  
    0.0000     0.0360     0.0946     0.1780     0.2885     0.4281     0.5991     0.8037     1.0441     1.3225     1.6410     2.0020     2.4075     2.8599     3.3612     3.9137     4.5195     5.1810     5.9002     6.6794     7.5207     8.4265     9.3988    10.4398    11.5518    12.7371    13.9978    15.3357    16.7529    18.2534    19.8401    21.5077    23.2567    25.1163    27.0960    29.0966    31.0930    33.4662    36.4965    39.6551    42.3552    44.5874    46.4342    47.7680    48.4783    48.7328    48.6788    48.1020    46.7986    44.9678    42.8601    40.5287    38.0423    35.7274    33.8540    32.2077    30.5465    29.0029    27.7364    26.6396    25.5820    24.6063    23.7835    23.1226    22.6062    22.1709    21.7624    21.4079    21.1469    20.9870    20.9230    20.9304    20.9798    21.0385    21.0932    21.2086    21.4308    21.6537    21.7813    21.9115    22.1514    22.4511    22.7352    22.9841    23.1961    23.3877    23.5826    23.8162    24.1088    24.4089    24.6673    24.9166    25.1903    25.4423    25.6247    25.7596    25.8813    26.0009    26.1110    26.1534    26.0789    25.9249    25.7336    25.4805    25.1369    24.7259    24.2720    23.7545    23.1538    22.4989    21.8230    21.1249    20.4014    19.6750    18.9707    18.2992    17.6566    16.9941    16.2661    15.4815    14.6762    13.9372    13.3325    12.8014    12.2711    11.7484    11.2468    10.7292    10.1665     9.6139     9.1254     8.6660     8.1935     7.7249     7.2895     6.9050     6.5749     6.2568     5.9173     5.6062     5.3709     5.1683     4.9484     4.7257     4.5242     4.3435     4.1783     4.0289     3.8910     3.7358     3.5469     3.3799     3.2866     3.2286     3.1579     3.0781     3.0020     2.9287     2.8548     2.7806     2.7070     2.6339     2.5612     2.4888     2.4169     2.3456     2.2747     2.2043     2.1345     2.0652     1.9966     1.9285     1.8611     1.7944     1.7283     1.6629     1.5983     1.5344     1.4713     1.4090     1.3476     1.2869     1.2272     1.1683     1.1103     1.0533     0.9972     0.9422     0.8881     0.8351     0.7831     0.7322     0.6823     0.6337     0.5861     0.5397     0.4945     0.4506     0.4078     0.3664     0.3262     0.2873     0.2498     0.2136     0.1787     0.1453     0.1133     0.0828     0.0537     0.0261     0.0000  
    0.0000     0.0375     0.0985     0.1854     0.3003     0.4456     0.6237     0.8367     1.0869     1.3767     1.7083     2.0841     2.5063     2.9772     3.4990     4.0742     4.7049     5.3935     6.1422     6.9533     7.8292     8.7721     9.7843    10.8680    12.0256    13.2595    14.5719    15.9647    17.4400    19.0021    20.6538    22.3899    24.2105    26.1464    28.2073    30.2899    32.3682    34.8388    37.9934    41.2815    44.0923    46.4161    48.3386    49.7272    50.4665    50.7315    50.6753    50.0749    48.7180    46.8121    44.6179    42.1910    39.6025    37.1927    35.2425    33.5286    31.7993    30.1924    28.8740    27.7322    26.6312    25.6155    24.7589    24.0710    23.5333    23.0802    22.6549    22.2859    22.0142    21.8478    21.7811    21.7889    21.8402    21.9014    21.9584    22.0785    22.3098    22.5418    22.6746    22.8102    23.0599    23.3719    23.6677    23.9267    24.1475    24.3470    24.5498    24.7930    25.0976    25.4100    25.6790    25.9386    26.2234    26.4858    26.6756    26.8161    26.9428    27.0673    27.1819    27.2261    27.1485    26.9882    26.7891    26.5256    26.1679    25.7400    25.2674    24.7288    24.1034    23.4217    22.7180    21.9913    21.2381    20.4819    19.7487    19.0498    18.3807    17.6911    16.9332    16.1164    15.2781    14.5088    13.8793    13.3264    12.7744    12.2302    11.7081    11.1692    10.5834    10.0082     9.4996     9.0214     8.5295     8.0417     7.5884     7.1882     6.8445     6.5134     6.1600     5.8361     5.5912     5.3803     5.1514     4.9195     4.7097     4.5216     4.3497     4.1942     4.0506     3.8891     3.6923     3.5186     3.4214     3.3610     3.2874     3.2044     3.1251     3.0488     2.9719     2.8946     2.8180     2.7419     2.6662     2.5909     2.5161     2.4418     2.3680     2.2947     2.2220     2.1499     2.0785     2.0076     1.9374     1.8680     1.7992     1.7311     1.6639     1.5974     1.5317     1.4668     1.4028     1.3397     1.2775     1.2162     1.1559     1.0965     1.0381     0.9808     0.9245     0.8693     0.8152     0.7622     0.7103     0.6596     0.6101     0.5619     0.5148     0.4691     0.4246     0.3814     0.3396     0.2991     0.2600     0.2223     0.1861     0.1513     0.1180     0.0862     0.0559     0.0271     0.0000  
    0.0000     0.0387     0.1017     0.1914     0.3100     0.4601     0.6439     0.8638     1.1222     1.4214     1.7638     2.1517     2.5876     3.0738     3.6126     4.2064     4.8576     5.5685     6.3415     7.1789     8.0832     9.0567    10.1017    11.2206    12.4158    13.6897    15.0447    16.4827    18.0058    19.6186    21.3239    23.1163    24.9961    26.9947    29.1225    31.2727    33.4185    35.9692    39.2262    42.6210    45.5229    47.9221    49.9071    51.3406    52.1040    52.3776    52.3195    51.6996    50.2988    48.3310    46.0656    43.5599    40.8875    38.3994    36.3859    34.6165    32.8311    31.1721    29.8108    28.6320    27.4953    26.4467    25.5622    24.8520    24.2969    23.8290    23.3900    23.0090    22.7285    22.5567    22.4878    22.4958    22.5489    22.6120    22.6708    22.7948    23.0337    23.2732    23.4103    23.5503    23.8081    24.1302    24.4356    24.7031    24.9310    25.1369    25.3464    25.5974    25.9119    26.2344    26.5122    26.7802    27.0743    27.3451    27.5412    27.6862    27.8170    27.9455    28.0639    28.1095    28.0294    27.8638    27.6583    27.3862    27.0169    26.5751    26.0873    25.5311    24.8854    24.1816    23.4551    22.7048    21.9272    21.1465    20.3895    19.6679    18.9771    18.2651    17.4826    16.6394    15.7738    14.9796    14.3296    13.7588    13.1889    12.6271    12.0880    11.5316    10.9268    10.3329     9.8079     9.3141     8.8063     8.3027     7.8347     7.4214     7.0666     6.7247     6.3599     6.0255     5.7726     5.5548     5.3185     5.0791     4.8625     4.6683     4.4908     4.3303     4.1820     4.0152     3.8121     3.6327     3.5324     3.4700     3.3941     3.3083     3.2265     3.1478     3.0683     2.9885     2.9094     2.8309     2.7527     2.6750     2.5977     2.5210     2.4448     2.3692     2.2941     2.2197     2.1459     2.0728     2.0003     1.9286     1.8576     1.7873     1.7178     1.6492     1.5814     1.5144     1.4483     1.3832     1.3189     1.2557     1.1934     1.1321     1.0718     1.0126     0.9545     0.8975     0.8416     0.7869     0.7334     0.6810     0.6299     0.5801     0.5315     0.4843     0.4384     0.3938     0.3506     0.3088     0.2684     0.2295     0.1921     0.1562     0.1218     0.0890     0.0577     0.0280     0.0000  
