latent heat flux per layer 
Wm-2
     7.59     7.68     7.75     7.82     7.88     7.93     7.98     8.02     8.06     8.09     8.12     8.14     8.16     8.18     8.19     8.20     8.20     8.21     8.20     8.20     8.20     8.19     8.18     8.17     8.16     8.14     8.13     8.11     8.09     8.08     8.06     8.04     8.02     8.00     7.98     7.97     7.95     7.93     7.91     7.89     7.88     7.86     7.85     7.83     7.82     7.81     7.80     7.79     7.78     7.78     7.77     7.77     7.77     7.77     7.78     7.78     7.79     7.80     7.81     7.83    73.10
    93.61    92.77    91.86    90.91    89.90    88.85    87.77    86.65    85.50    84.32    83.13    81.92    80.70    79.46    78.22    76.97    75.72    74.47    73.22    71.97    70.73    69.50    68.27    67.05    65.85    64.65    63.47    62.31    61.15    60.01    58.89    57.79    56.70    55.63    54.57    53.54    52.52    51.52    50.54    49.58    48.64    47.72    46.81    45.93    45.06    44.22    43.39    42.58    41.79    41.02    40.27    39.54    38.82    38.13    37.45    36.79    36.15    35.53    34.93    34.34    63.41
   106.21   105.08   103.89   102.65   101.36   100.04    98.68    97.29    95.87    94.43    92.96    91.49    90.00    88.50    86.99    85.48    83.97    82.46    80.95    79.45    77.96    76.48    75.01    73.55    72.10    70.68    69.27    67.87    66.50    65.15    63.82    62.51    61.22    59.96    58.72    57.51    56.32    55.16    54.02    52.91    51.83    50.77    49.74    48.73    47.76    46.81    45.88    44.99    44.12    43.28    42.47    41.68    40.93    40.20    39.49    38.82    38.17    37.55    36.96    36.39    61.46
   112.28   110.95   109.57   108.14   106.68   105.18   103.65   102.10   100.52    98.92    97.30    95.67    94.03    92.38    90.72    89.07    87.41    85.76    84.11    82.47    80.84    79.21    77.61    76.01    74.44    72.88    71.34    69.82    68.33    66.85    65.41    63.99    62.59    61.22    59.88    58.57    57.29    56.04    54.82    53.63    52.47    51.34    50.24    49.18    48.15    47.15    46.19    45.25    44.35    43.49    42.65    41.85    41.09    40.35    39.65    38.99    38.35    37.75    37.19    36.66    60.50
   116.06   114.58   113.06   111.51   109.92   108.30   106.65   104.98   103.30   101.59    99.87    98.14    96.40    94.65    92.90    91.15    89.40    87.65    85.91    84.18    82.46    80.74    79.05    77.37    75.70    74.06    72.43    70.83    69.25    67.70    66.17    64.68    63.21    61.77    60.36    58.98    57.64    56.33    55.05    53.81    52.60    51.43    50.29    49.19    48.13    47.10    46.10    45.15    44.23    43.35    42.51    41.70    40.93    40.20    39.50    38.85    38.23    37.65    37.11    36.60    59.95
   120.63   118.96   117.25   115.52   113.76   111.99   110.19   108.38   106.55   104.72   102.87   101.02    99.16    97.29    95.43    93.56    91.70    89.84    87.99    86.15    84.31    82.49    80.68    78.89    77.12    75.37    73.64    71.94    70.26    68.60    66.98    65.39    63.82    62.29    60.80    59.34    57.92    56.53    55.18    53.87    52.60    51.37    50.18    49.03    47.92    46.86    45.83    44.85    43.91    43.01    42.16    41.34    40.57    39.85    39.16    38.52    37.93    37.37    36.87    36.40    59.28
   123.33   121.53   119.70   117.86   116.00   114.13   112.24   110.34   108.43   106.52   104.60   102.67   100.75    98.82    96.89    94.96    93.04    91.12    89.21    87.30    85.41    83.53    81.66    79.81    77.98    76.16    74.37    72.61    70.87    69.16    67.48    65.82    64.21    62.62    61.08    59.57    58.10    56.66    55.27    53.92    52.61    51.34    50.12    48.94    47.81    46.72    45.67    44.67    43.72    42.81    41.95    41.13    40.36    39.64    38.96    38.33    37.75    37.21    36.72    36.28    58.89
   125.11   123.22   121.32   119.40   117.47   115.53   113.58   111.63   109.67   107.70   105.74   103.77   101.80    99.83    97.86    95.90    93.94    91.98    90.03    88.09    86.16    84.25    82.34    80.45    78.59    76.74    74.91    73.11    71.33    69.58    67.86    66.18    64.52    62.91    61.32    59.78    58.28    56.81    55.39    54.02    52.68    51.39    50.14    48.94    47.79    46.68    45.62    44.61    43.65    42.73    41.86    41.04    40.27    39.55    38.87    38.25    37.67    37.15    36.67    36.24    58.61
   126.37   124.42   122.46   120.49   118.51   116.53   114.54   112.54   110.54   108.55   106.55   104.55   102.55   100.56    98.56    96.57    94.59    92.61    90.64    88.68    86.73    84.79    82.86    80.95    79.06    77.19    75.34    73.51    71.71    69.94    68.19    66.48    64.81    63.16    61.56    59.99    58.47    56.98    55.54    54.14    52.79    51.48    50.22    49.01    47.84    46.72    45.65    44.63    43.65    42.73    41.86    41.03    40.26    39.54    38.86    38.24    37.67    37.15    36.68    36.26    58.40
   127.32   125.32   123.32   121.31   119.29   117.27   115.25   113.23   111.20   109.18   107.16   105.14   103.12   101.11    99.10    97.09    95.09    93.10    91.11    89.14    87.17    85.22    83.28    81.35    79.45    77.56    75.69    73.85    72.03    70.24    68.48    66.76    65.06    63.40    61.78    60.20    58.66    57.16    55.70    54.29    52.92    51.60    50.33    49.10    47.92    46.80    45.72    44.69    43.71    42.78    41.90    41.07    40.29    39.57    38.90    38.28    37.71    37.19    36.73    36.32    58.24
   128.05   126.02   123.98   121.94   119.89   117.85   115.80   113.76   111.71   109.67   107.63   105.60   103.57   101.54    99.52    97.50    95.49    93.49    91.49    89.51    87.53    85.57    83.62    81.69    79.77    77.87    75.99    74.14    72.31    70.51    68.74    67.00    65.30    63.63    61.99    60.40    58.85    57.33    55.87    54.44    53.06    51.73    50.45    49.21    48.03    46.89    45.80    44.77    43.78    42.85    41.96    41.13    40.35    39.63    38.95    38.33    37.77    37.25    36.79    36.38    58.07
