A20WT1_1130,A20WT2_1130,A20WT3_1130,A20WT1_1230,A20WT2_1230,A20WT3_1230,A20WT1_1630,A20WT2_1630,A20WT3_1630,A20MG1_1130,A20MG2_1130,A20MG3_1130,A20MG1_1230,A20MG2_1230,A20MG3_1230,A20MG1_1630,A20MG2_1630,A20MG3_1630,A21WT1_1130,A21WT2_1130,A21WT3_1130,A21WT4_1130,A21WT5_1130,A21WT6_1130,A21WT1_1330,A21WT3_1330,A21WT2_1330,A21WT4_1330,A21WT5_1330,A21WT6_1330,A21WT1_1530,A21WT2_1530,A21WT3_1530,A21WT4_1530,A21WT5_1530,A21WT6_1530,A21WT1_1800,A21WT2_1800,A21WT3_1800,A21WT4_1800,A21WT5_1800,A21WT6_1800,A21MG1_1130,A21MG2_1130,A21MG3_1130,A21MG4_1130,A21MG5_1130,A21MG6_1130,A21MG1_1330,A21MG2_1330,A21MG3_1330,A21MG4_1330,A21MG5_1330,A21MG6_1330,A21MG1_1530,A21MG2_1530,A21MG3_1530,A21MG4_1530,A21MG5_1530,A21MG6_1530,A21MG1_1800,A21MG2_1800,A21MG3_1800,A21MG4_1800,A21MG5_1800,A21MG6_1800
0.001021685,0.000960398,0.000906137,0.000888948,0.000985279,0.001142055,0.001565208,0.000641203,0.001038669,0.000927195,0.001747957,0.001349151,0.001362233,0.005143874,0.001470098,0.001563371,0.003420002,0.001569774,0.001260361,0.001294669,0.001147949,0.001337689,0.001351191,0.000871706,0.000597961,0.000640063,0.000949416,0.001092674,0.000659214,0.000854574,0.000686507,0.000743051,0.000675806,0.001028757,0.000955189,0.000796181,0.001455524,0.001824794,0.001293636,0.001261302,0.002345809,0.001752225,0.003259618,0.001098732,0.001621943,-0.00031254,-0.000276182,-0.00025193,0.000408113,-0.000136599,0.001293931,-0.000280395,0.001321774,0.001314004,0.002437225,0.001670673,0.002187266,0.001610208,0.001625464,0.001902815,0.004350183,0.003562729,0.002916657,0.002391907,0.002201352,0.001828987
0.001242738,0.000985217,0.000877667,0.000610632,0.000619342,0.000846345,0.001484131,0.00075892,0.000813169,0.000924043,0.001620216,0.001401337,0.001450304,0.005453146,0.001511493,0.001500501,0.00367926,0.00179925,0.000787447,0.0008112,0.000756387,0.00086262,0.000764319,0.000448892,0.000820094,0.000789228,0.001034769,0.001008218,0.000852353,0.001022632,0.000651355,0.000751329,0.000743,0.001010648,0.0008809,0.000786056,0.001770337,0.001981861,0.0017257,0.001899823,0.002958021,0.00294463,0.003180905,0.000942878,0.001158684,-0.00054439,-0.000596983,-0.000394886,0.000605955,-6.57684E-05,0.001408145,-0.000197617,0.001431483,0.001455461,0.00212443,0.001523101,0.001904411,0.001461126,0.00182632,0.002270789,0.004180122,0.003473356,0.00274031,0.002683312,0.002524275,0.002796935
0.001271662,0.001169202,0.000710886,0.000792466,0.000658857,0.000956126,0.001907543,0.001072231,0.001277288,0.000560246,0.001580075,0.001124625,0.001272862,0.005500534,0.001289197,0.001766313,0.00417259,0.00158375,0.000968063,0.001020109,0.000840796,0.000990246,0.001015582,0.000649108,0.000714661,0.000591264,0.000980073,0.000935884,0.000641606,0.000787288,0.000729899,0.000753084,0.000677228,0.00101402,0.000829506,0.000896915,0.001304976,0.001629091,0.001516696,0.002374268,0.003407276,0.002918325,0.003240727,0.001067617,0.001345387,-0.000547038,-0.000418464,-0.000419653,0.000676517,5.00279E-05,0.001539872,2.56234E-05,0.001470615,0.001254111,0.002460364,0.001725837,0.002158119,0.001536011,0.001265519,0.001912164,0.004838966,0.003786319,0.003168896,0.002127077,0.001497391,0.001995016
0.001155493,0.000988969,0.000684699,0.000879627,0.000717272,0.001021588,0.001656534,0.00088551,0.0009324,0.000535107,0.001658216,0.001184429,0.001204207,0.005701628,0.001235229,0.001637125,0.004095395,0.001643266,0.000771903,0.000772948,0.000804641,0.000942309,0.000994331,0.000615333,0.000543441,0.000425945,0.000879322,0.000904523,0.000517639,0.00064317,0.000693905,0.000609621,0.000672378,0.001047679,0.000686142,0.000908062,0.001281138,0.001431134,0.001168108,0.002005579,0.002824204,0.002004272,0.003320589,0.000998784,0.001535433,-0.000485313,-0.000382715,-0.000380478,0.000617096,5.09785E-05,0.001490268,9.48933E-05,0.001405825,0.001205272,0.002639279,0.001879466,0.002436434,0.001733697,0.001141831,0.001900627,0.004855072,0.003555123,0.003112829,0.002460243,0.001623224,0.002069445
0.000975588,0.000751672,0.000762382,0.000834099,0.000724944,0.000915049,0.001106033,0.000461345,0.000240488,0.000827181,0.001763596,0.001377977,0.001337013,0.006154076,0.001408686,0.001416771,0.003898472,0.001847106,0.000529015,0.000491391,0.000799785,0.000888705,0.000822675,0.00050538,0.000466713,0.000387443,0.000789456,0.000913044,0.000634894,0.000643426,0.000632036,0.000480893,0.000625141,0.001035145,0.000589849,0.000860722,0.001697582,0.001585327,0.001152545,0.001346647,0.001829946,0.001110926,0.003431091,0.000971036,0.001544967,-0.000390648,-0.000524382,-0.000371505,0.000561662,-4.49892E-05,0.0014651,7.10652E-05,0.001290178,0.001282552,0.002526687,0.001787915,0.002476598,0.001807013,0.001409147,0.002205622,0.004286232,0.003055456,0.002720069,0.003111862,0.002529177,0.002815021
0.000848617,0.001016601,0.000762247,0.000859584,0.000776731,0.000757392,0.001196415,0.000430509,0.000383667,0.001014172,0.001778325,0.001186683,0.001556308,0.006710229,0.001632928,0.001737903,0.004419267,0.001723863,0.001031707,0.001083986,0.00118323,0.001302748,0.001121914,0.000838245,0.00053118,0.000398466,0.000744061,0.000926043,0.000872291,0.000606047,0.000750023,0.000618803,0.000390695,0.000918552,0.000754542,0.000919353,0.001971775,0.001961538,0.001722649,0.00138935,0.001611832,0.001189293,0.003609909,0.001404444,0.001494876,-0.000263088,-0.000572735,-0.000452988,0.000643078,-0.000132163,0.001730602,0.000126724,0.00121633,0.001217331,0.002391698,0.001476604,0.002276219,0.001559983,0.001435064,0.002248378,0.00396518,0.003079825,0.002671973,0.002647752,0.00253592,0.002684749
0.000966494,0.000959026,0.000780115,0.000762021,0.000856293,0.001012098,0.000806529,0.000259923,-2.81142E-05,0.000845492,0.001858465,0.001254704,0.001557664,0.006919177,0.001712507,0.001628272,0.004435503,0.001710696,0.001209644,0.000988162,0.000994179,0.001248962,0.001256631,0.000798585,0.000496396,0.000400435,0.000796234,0.000801906,0.00069657,0.000527494,0.000887428,0.000865528,0.00061982,0.00105952,0.001054954,0.001105776,0.002322042,0.002228088,0.002133186,0.001596475,0.001700046,0.001676089,0.003598024,0.001420714,0.001660174,-0.000371113,-0.000583887,-0.000344192,0.000492063,-0.000234883,0.001500641,-0.000217173,0.001185523,0.001112908,0.002511536,0.001503838,0.002459943,0.0015644,0.001538793,0.002061465,0.004106689,0.003428071,0.002650396,0.002155607,0.001950849,0.001726877
0.001136122,0.00089761,0.000744297,0.000694586,0.000817148,0.001154592,0.000588812,0.000187124,-9.07634E-05,0.00082396,0.001720472,0.001130937,0.001471689,0.007177786,0.001559034,0.001503319,0.004500569,0.001714423,0.000960778,0.000793873,0.000701845,0.000923879,0.001015692,0.00056316,0.000475132,0.000406203,0.000803765,0.000810202,0.000509762,0.000533783,0.000882981,0.000860555,0.00077494,0.001123377,0.001108393,0.00111318,0.002530414,0.002126509,0.002070988,0.00184194,0.002178869,0.0020428,0.003788064,0.001318608,0.001848227,-0.00049871,-0.00051662,-0.000276788,0.000579547,-0.000207871,0.00135369,-0.000233051,0.001379285,0.001353955,0.00263867,0.001600477,0.002483646,0.001536645,0.001474975,0.001940812,0.003979796,0.00328133,0.00237027,0.00225216,0.001764142,0.001629951
0.001110716,0.00091435,0.000615574,0.000776528,0.000761352,0.001100875,0.000732218,0.000270564,0.000317216,0.000945869,0.001483844,0.000889318,0.001366003,0.007522883,0.001312511,0.001548661,0.004852042,0.001784403,0.000622537,0.000758725,0.000579949,0.000665897,0.000694313,0.000382029,0.000484982,0.000388517,0.000702428,0.00093114,0.000501797,0.000597801,0.000748058,0.000679617,0.000630982,0.000975641,0.000872684,0.000904038,0.002439772,0.001746453,0.001697239,0.001940771,0.002683186,0.002011107,0.004096056,0.001309606,0.001877444,-0.000543183,-0.000481979,-0.000368028,0.000836849,-0.000105366,0.001405339,1.15048E-05,0.001562832,0.001690325,0.002691064,0.001669698,0.002326319,0.001451706,0.001350499,0.002004177,0.003691123,0.002890591,0.002038754,0.002715201,0.002045871,0.002387718
0.000704485,0.000806561,0.00042458,0.001021776,0.000973149,0.001226183,0.00085798,0.000341291,0.000440549,0.000721551,0.001632875,0.001116182,0.001215457,0.007624105,0.001281384,0.001617639,0.005276727,0.002080088,0.000796756,0.000681607,0.000594416,0.000802318,0.000945179,0.000460138,0.000438698,0.000294113,0.000538761,0.000863474,0.000567593,0.000554787,0.000648543,0.000774062,0.000373507,0.000745279,0.000649727,0.000726534,0.002014365,0.001482341,0.001523221,0.001665283,0.002482706,0.00159044,0.004002939,0.00141416,0.001664808,-0.00054543,-0.000686277,-0.00055708,0.000688886,-0.000155526,0.001268751,-0.000301876,0.001191699,0.001357758,0.00278326,0.00182658,0.00250775,0.001568354,0.001584242,0.002155102,0.004081296,0.003388523,0.002230464,0.002642448,0.001976695,0.002378137
