wl,nr,Kab,Kca,Ks,Kw,Kdm,phiI,phiII,KcaV,KcaZ,Kant,phi,GSV1,GSV2,GSV3,nw
600,1.4559,0.020854,0,0.264,0.00222,2.3,0,0,0,0,0.01874,0,0.95925,-0.12177,0.05265,1.33
601,1.4556,0.021007,0,0.262,0.00232,2.3,0,0,0,0,0.017977,0,0.96118,-0.11996,0.05098,1.33
602,1.4554,0.021172,0,0.26,0.00237,2.3,0,0,0,0,0.017242,0,0.96301,-0.11818,0.0494,1.33
603,1.4551,0.021348,0,0.258,0.0024,2.3,0,0,0,0,0.016604,0,0.96473,-0.11645,0.04791,1.33
604,1.4548,0.021546,0,0.257,0.00245,2.3,0,0,0,0,0.015987,0,0.96636,-0.11476,0.04651,1.33
605,1.4546,0.021764,0,0.255,0.00252,2.3,0,0,0,0,0.01541,0,0.9679,-0.11312,0.0452,1.33
606,1.4543,0.022003,0,0.253,0.00259,2.3,0,0,0,0,0.014845,0,0.96934,-0.11152,0.04397,1.33
607,1.4541,0.022268,0,0.252,0.00263,2.3,0,0,0,0,0.014317,0,0.97071,-0.10996,0.04283,1.33
608,1.4538,0.022553,0,0.25,0.00265,2.3,0,0,0,0,0.0138,0,0.972,-0.10844,0.04179,1.33
609,1.4536,0.022859,0,0.248,0.00267,2.3,0,0,0,0,0.013295,0,0.97321,-0.10697,0.04083,1.33
610,1.4533,0.023177,0,0.246,0.00269,2.3,0,0,0,0,0.012801,0,0.97435,-0.10554,0.03996,1.33
611,1.4531,0.023502,0,0.245,0.0027,2.3,0,0,0,0,0.012336,0,0.97543,-0.10415,0.03917,1.33
612,1.4528,0.023842,0,0.243,0.00272,2.3,0,0,0,0,0.011884,0,0.97645,-0.1028,0.03847,1.33
613,1.4526,0.024199,0,0.241,0.00273,2.3,0,0,0,0,0.011394,0,0.9774,-0.10148,0.03783,1.33
614,1.4524,0.024561,0,0.24,0.00274,2.3,0,0,0,0,0.010918,0,0.97829,-0.10018,0.03725,1.33
615,1.4521,0.024917,0,0.238,0.00275,2.3,0,0,0,0,0.010464,0,0.97911,-0.09889,0.03672,1.33
616,1.4519,0.025269,0,0.237,0.00276,2.3,0,0,0,0,0.010022,0,0.97988,-0.0976,0.03623,1.33
617,1.4517,0.025617,0,0.235,0.00278,2.3,0,0,0,0,0.0095808,0,0.98058,-0.0963,0.03577,1.33
618,1.4515,0.02595,0,0.233,0.00279,2.3,0,0,0,0,0.0091553,0,0.98122,-0.095,0.03533,1.33
619,1.4513,0.026255,0,0.232,0.0028,2.3,0,0,0,0,0.0087766,0,0.98181,-0.09367,0.03489,1.33
620,1.4511,0.02653,0,0.23,0.00281,2.3,0,0,0,0,0.008411,0,0.98233,-0.09231,0.03446,1.33
621,1.4508,0.026786,0,0.229,0.00282,2.3,0,0,0,0,0.0080523,0,0.98279,-0.09092,0.03401,1.33
622,1.4506,0.02701,0,0.227,0.00284,2.3,0,0,0,0,0.0077073,0,0.98321,-0.0895,0.03355,1.33
623,1.4504,0.027207,0,0.226,0.00285,2.3,0,0,0,0,0.0073755,0,0.98359,-0.08804,0.03307,1.33
624,1.4503,0.027379,0,0.224,0.00287,2.3,0,0,0,0,0.0070567,0,0.98394,-0.08656,0.03258,1.33
625,1.4501,0.027523,0,0.223,0.00288,2.3,0,0,0,0,0.0067504,0,0.98427,-0.08505,0.03206,1.33
626,1.4499,0.027645,0,0.222,0.00289,2.3,0,0,0,0,0.0064566,0,0.9846,-0.08353,0.03153,1.33
627,1.4497,0.027739,0,0.22,0.00291,2.3,0,0,0,0,0.0061747,0,0.98492,-0.08199,0.03097,1.33
628,1.4496,0.027821,0,0.219,0.00292,2.3,0,0,0,0,0.0059044,0,0.98526,-0.08043,0.03038,1.33
629,1.4494,0.027895,0,0.217,0.00294,2.3,0,0,0,0,0.0056455,0,0.98563,-0.07887,0.02976,1.33
630,1.4492,0.027978,0,0.216,0.00296,2.3,0,0,0,0,0.0053977,0,0.98603,-0.07731,0.02911,1.33
631,1.4491,0.028072,0,0.214,0.00297,2.3,0,0,0,0,0.0051604,0,0.98646,-0.07575,0.02843,1.33
632,1.449,0.028194,0,0.213,0.00299,2.3,0,0,0,0,0.0049336,0,0.98694,-0.07419,0.02772,1.33
633,1.4488,0.02836,0,0.212,0.003,2.3,0,0,0,0,0.0047168,0,0.98745,-0.07263,0.02699,1.33
634,1.4487,0.028573,0,0.21,0.00301,2.3,0,0,0,0,0.0045097,0,0.98798,-0.07108,0.02625,1.33
635,1.4486,0.028846,0,0.209,0.00302,2.3,0,0,0,0,0.004312,0,0.98854,-0.06954,0.02551,1.33
636,1.4485,0.029181,0,0.207,0.00304,2.3,0,0,0,0,0.0041234,0,0.98911,-0.06801,0.02477,1.33
637,1.4483,0.029599,0,0.206,0.00306,2.3,0,0,0,0,0.0039435,0,0.98969,-0.0665,0.02403,1.33
638,1.4482,0.030077,0,0.205,0.00308,2.3,0,0,0,0,0.003772,0,0.99028,-0.06501,0.02332,1.33
639,1.4481,0.030634,0,0.203,0.00309,2.3,0,0,0,0,0.0036087,0,0.99086,-0.06354,0.02262,1.33
640,1.4481,0.031248,0,0.202,0.00311,2.3,0,0,0,0,0.003453,0,0.99144,-0.06209,0.02196,1.33
641,1.448,0.031927,0,0.201,0.00313,2.3,0,1.00E-06,0,0,0.0033048,2.43E-05,0.992,-0.06067,0.02133,1.33
642,1.4479,0.032659,0,0.199,0.00314,2.3,0,6.00E-06,0,0,0.0031638,5.22E-05,0.99255,-0.05926,0.02074,1.33
643,1.4478,0.033441,0,0.198,0.00316,2.3,0,1.80E-05,0,0,0.0030295,8.49E-05,0.99308,-0.05788,0.02017,1.33
644,1.4477,0.034255,0,0.197,0.00318,2.3,0,5.90E-05,0,0,0.0029017,0.00012349,0.9936,-0.05651,0.01964,1.33
645,1.4476,0.035101,0,0.196,0.0032,2.3,0,0.000122,0,0,0.00278,0.0001691,0.99409,-0.05516,0.01913,1.33
646,1.4476,0.035949,0,0.194,0.00322,2.3,0,0.000209,0,0,0.0026642,0.00022286,0.99455,-0.05381,0.01865,1.33
647,1.4475,0.036779,0,0.193,0.00324,2.3,0,0.000318,0,0,0.0025538,0.00028588,0.99498,-0.05246,0.01818,1.33
648,1.4474,0.037588,0,0.192,0.00326,2.3,0,0.000451,0,0,0.0024487,0.00035928,0.99539,-0.05111,0.01773,1.33
649,1.4474,0.038323,0,0.19,0.00329,2.3,0,0.000607,0,0,0.0023483,0.0004442,0.99576,-0.04976,0.01729,1.33
650,1.4473,0.039014,0,0.189,0.00332,2.3,0,0.000785,0,0,0.0022525,0.00054174,0.9961,-0.0484,0.01687,1.33
651,1.4473,0.039631,0,0.188,0.00334,2.3,4.20E-05,0.000986,0,0,0.0021608,0.00065304,0.9964,-0.04703,0.01645,1.33
652,1.4472,0.040222,0,0.187,0.00336,2.3,8.50E-05,0.001211,0,0,0.0020731,0.00077921,0.99667,-0.04564,0.01603,1.33
653,1.4472,0.040804,0,0.185,0.00339,2.3,8.90E-05,0.001458,0,0,0.0019889,0.00092138,0.99691,-0.04424,0.01562,1.33
654,1.4471,0.041418,0,0.184,0.00342,2.3,8.20E-05,0.001729,0,0,0.0019079,0.0010807,0.99713,-0.04283,0.0152,1.33
655,1.4471,0.042107,0,0.183,0.00346,2.3,8.00E-05,0.002022,0,0,0.0018298,0.0012582,0.99733,-0.04141,0.01478,1.33
656,1.447,0.04288,0,0.182,0.00351,2.3,8.10E-05,0.002339,0,0,0.0017542,0.0014551,0.99752,-0.03997,0.01435,1.33
657,1.447,0.043808,0,0.18,0.00357,2.3,9.90E-05,0.002652,0,0,0.0016809,0.0016725,0.99769,-0.03852,0.01391,1.33
658,1.4469,0.044861,0,0.179,0.00364,2.3,0.000124,0.002963,0,0,0.0016096,0.0019115,0.99787,-0.03705,0.01345,1.33
659,1.4469,0.046107,0,0.178,0.00371,2.3,0.000153,0.003307,0,0,0.0015398,0.0021732,0.99805,-0.03556,0.01297,1.33
660,1.4468,0.047495,0,0.177,0.00379,2.3,0.00018,0.003762,0,0,0.0014713,0.0024587,0.99823,-0.03406,0.01248,1.33
661,1.4468,0.049113,0,0.176,0.00387,2.3,0.000214,0.004252,0,0,0.0014037,0.0027693,0.99843,-0.03254,0.01196,1.33
662,1.4467,0.050849,0,0.174,0.00393,2.3,0.00026,0.004654,0,0,0.0013368,0.0031059,0.99863,-0.03101,0.01142,1.33
663,1.4467,0.05273,0,0.173,0.00398,2.3,0.000322,0.005237,0,0,0.0012702,0.0034698,0.99884,-0.02946,0.01086,1.33
664,1.4467,0.0547,0,0.172,0.00402,2.3,0.000409,0.005953,0,0,0.0012035,0.003862,0.99905,-0.02788,0.01029,1.33
665,1.4466,0.056761,0,0.17,0.00405,2.3,0.000508,0.006644,0,0,0.0011365,0.0042837,0.99925,-0.02629,0.0097,1.33
666,1.4466,0.058868,0,0.169,0.00407,2.3,0.000615,0.007548,0,0,0.0010688,0.004736,0.99944,-0.02469,0.0091,1.33
667,1.4465,0.06083,0,0.168,0.00409,2.3,0.000727,0.008352,0,0,0.0010001,0.0052199,0.99962,-0.02306,0.00849,1.33
668,1.4465,0.06275,0,0.167,0.0041,2.3,0.000847,0.009271,0,0,0.00093008,0.0057365,0.99978,-0.02141,0.00787,1.33
669,1.4464,0.064472,0,0.165,0.00411,2.3,0.000975,0.010381,0,0,0.00085841,0.0062874,0.99992,-0.01974,0.00724,1.33
670,1.4464,0.066112,0,0.164,0.00412,2.3,0.001105,0.011662,0,0,0.00078476,0.0068741,1,-0.01806,0.00662,1.33
671,1.4463,0.067471,0,0.163,0.00414,2.3,0.00122,0.012885,0,0,0.00071002,0.0074953,1.0001,-0.01635,0.00599,1.33
672,1.4463,0.068675,0,0.161,0.00415,2.3,0.001348,0.014275,0,0,0.00063884,0.0081515,1.0002,-0.01462,0.00536,1.33
673,1.4462,0.069635,0,0.16,0.00416,2.3,0.001526,0.016192,0,0,0.00057124,0.0088524,1.0002,-0.01287,0.00473,1.33
674,1.4462,0.070465,0,0.159,0.00417,2.3,0.001749,0.017591,0,0,0.00050727,0.0096016,1.0002,-0.01109,0.00408,1.33
675,1.4461,0.070995,0,0.157,0.0042,2.3,0.001988,0.019361,0,0,0.00044695,0.010368,1.0002,-0.0093,0.00344,1.33
676,1.4461,0.071402,0,0.156,0.00422,2.3,0.002193,0.021075,0,0,0.0003903,0.011143,1.0002,-0.00748,0.00278,1.33
677,1.446,0.071358,0,0.155,0.00425,2.3,0.00246,0.022523,0,0,0.00033737,0.01205,1.0002,-0.00565,0.00211,1.33
678,1.4459,0.071127,0,0.153,0.00427,2.3,0.002822,0.025446,0,0,0.00028817,0.013171,1.0001,-0.00379,0.00142,1.33
679,1.4459,0.070185,0,0.152,0.00429,2.3,0.00318,0.026517,0,0,0.00024273,0.014304,1.0001,-0.0019,0.00072,1.33
680,1.4458,0.068921,0,0.15,0.00432,2.3,0.003537,0.028035,0,0,0.0002011,0.015231,1,0,0,1.33
681,1.4458,0.066576,0,0.149,0.00435,2.3,0.003868,0.028705,0,0,0.00016329,0.015959,0.99994,0.00193,-0.00074,1.33
682,1.4457,0.063948,0,0.148,0.00438,2.3,0.004211,0.029088,0,0,0.00012933,0.016526,0.99987,0.00388,-0.00149,1.33
683,1.4456,0.060482,0,0.146,0.00442,2.3,0.004568,0.029036,0,0,9.93E-05,0.016876,0.9998,0.00584,-0.00227,1.33
684,1.4456,0.056858,0,0.145,0.00446,2.3,0.004923,0.028632,0,0,7.31E-05,0.01696,0.99973,0.00783,-0.00306,1.33
685,1.4455,0.052747,0,0.144,0.0045,2.3,0.005278,0.027784,0,0,5.09E-05,0.016865,0.99966,0.00984,-0.00387,1.33
686,1.4454,0.048726,0,0.142,0.00455,2.3,0.005602,0.026463,0,0,3.26E-05,0.016677,0.99959,0.01186,-0.00469,1.33
687,1.4454,0.044707,0,0.141,0.00459,2.3,0.005846,0.024735,0,0,1.84E-05,0.016328,0.99951,0.01389,-0.00553,1.33
688,1.4453,0.040858,0,0.14,0.00465,2.3,0.00606,0.022467,0,0,8.20E-06,0.015751,0.99943,0.01594,-0.00638,1.33
689,1.4452,0.037141,0,0.138,0.0047,2.3,0.006282,0.020802,0,0,2.06E-06,0.015021,0.99935,0.018,-0.00724,1.33
690,1.4451,0.033671,0,0.137,0.00476,2.3,0.006521,0.019141,0,0,0,0.014233,0.99926,0.02007,-0.00812,1.33
691,1.4451,0.030459,0,0.136,0.00483,2.3,0.006683,0.0175,0,0,0,0.013403,0.99917,0.02216,-0.009,1.33
692,1.445,0.027502,0,0.135,0.0049,2.3,0.006811,0.015861,0,0,0,0.012547,0.99908,0.02425,-0.00989,1.33
693,1.4449,0.024787,0,0.133,0.00499,2.3,0.006922,0.014488,0,0,0,0.011761,0.99899,0.02634,-0.0108,1.33
694,1.4449,0.02233,0,0.132,0.00507,2.3,0.006986,0.013264,0,0,0,0.011125,0.99889,0.02845,-0.01171,1.33
695,1.4448,0.020144,0,0.131,0.00515,2.3,0.007037,0.012099,0,0,0,0.01057,0.99878,0.03057,-0.01262,1.33
696,1.4447,0.018173,0,0.13,0.00524,2.3,0.007116,0.011258,0,0,0,0.010021,0.99867,0.03269,-0.01354,1.33
697,1.4446,0.016421,0,0.128,0.00535,2.3,0.007243,0.010642,0,0,0,0.0095168,0.99855,0.03482,-0.01447,1.33
698,1.4445,0.014852,0,0.127,0.00547,2.3,0.007379,0.009969,0,0,0,0.0091046,0.99842,0.03696,-0.0154,1.33
699,1.4445,0.013471,0,0.126,0.00559,2.3,0.007491,0.009408,0,0,0,0.008755,0.99828,0.03911,-0.01633,1.33
700,1.4444,0.012241,0,0.125,0.00572,2.3,0.007628,0.008961,0,0,0,0.0084296,0.99813,0.04126,-0.01726,1.33
701,1.4443,0.011155,0,0.123,0.00586,2.3,0.007825,0.008418,0,0,0,0.0081323,0.99796,0.04342,-0.0182,1.33
702,1.4442,0.010193,0,0.122,0.006,2.3,0.008045,0.007913,0,0,0,0.0078761,0.99779,0.04559,-0.01913,1.33
703,1.4441,0.009343,0,0.121,0.00615,2.3,0.008258,0.007522,0,0,0,0.0076683,0.99761,0.04777,-0.02007,1.33
704,1.444,0.0085869,0,0.12,0.0063,2.3,0.008437,0.00729,0,0,0,0.0075098,0.99742,0.04994,-0.02101,1.33
705,1.4438,0.007915,0,0.119,0.00646,2.3,0.008618,0.007062,0,0,0,0.0073792,0.99723,0.05213,-0.02194,1.33
706,1.4437,0.0073126,0,0.118,0.00663,2.3,0.008832,0.006717,0,0,0,0.0072568,0.99703,0.05432,-0.02288,1.33
707,1.4436,0.0067711,0,0.117,0.0068,2.3,0.009051,0.006451,0,0,0,0.0071519,0.99683,0.05651,-0.02382,1.33
708,1.4435,0.0062803,0,0.116,0.00699,2.3,0.009341,0.006239,0,0,0,0.0070781,0.99663,0.0587,-0.02476,1.33
709,1.4433,0.0058322,0,0.114,0.0072,2.3,0.009691,0.006056,0,0,0,0.0070378,0.99643,0.0609,-0.02571,1.33
710,1.4432,0.0054214,0,0.113,0.00742,2.3,0.009965,0.005921,0,0,0,0.007029,0.99623,0.06309,-0.02665,1.33
711,1.4431,0.0050449,0,0.112,0.00765,2.3,0.010214,0.005815,0,0,0,0.0070429,0.99604,0.06529,-0.0276,1.33
712,1.4429,0.0046965,0,0.111,0.00789,2.3,0.010574,0.005699,0,0,0,0.0070689,0.99585,0.06749,-0.02854,1.33
713,1.4428,0.0043735,0,0.11,0.00816,2.3,0.010904,0.005584,0,0,0,0.0070969,0.99566,0.06968,-0.02948,1.33
714,1.4426,0.004072,0,0.109,0.00845,2.3,0.011111,0.005487,0,0,0,0.0071234,0.99546,0.07187,-0.03041,1.33
715,1.4425,0.0037922,0,0.108,0.00876,2.3,0.011327,0.005419,0,0,0,0.0071709,0.99526,0.07405,-0.03132,1.33
716,1.4423,0.0035302,0,0.107,0.00911,2.3,0.011637,0.00536,0,0,0,0.0072556,0.99505,0.07622,-0.03222,1.33
717,1.4422,0.0032856,0,0.106,0.00948,2.3,0.01192,0.0053,0,0,0,0.0073406,0.99482,0.07838,-0.0331,1.33
718,1.442,0.0030575,0,0.105,0.00987,2.3,0.012062,0.005238,0,0,0,0.0073923,0.99457,0.08053,-0.03395,1.33
719,1.4418,0.0028435,0,0.104,0.0103,2.3,0.012183,0.005173,0,0,0,0.0074431,0.99431,0.08266,-0.03477,1.33
720,1.4416,0.0026434,0,0.102,0.0107,2.3,0.012359,0.005098,0,0,0,0.0075291,0.99402,0.08477,-0.03556,1.33
721,1.4415,0.0024563,0,0.101,0.0112,2.3,0.012607,0.005028,0,0,0,0.0076343,0.99371,0.08686,-0.03632,1.33
722,1.4413,0.0022809,0,0.1,0.0117,2.3,0.012737,0.004973,0,0,0,0.0077344,0.99337,0.08894,-0.03704,1.33
723,1.4411,0.0021168,0,0.0993,0.0122,2.3,0.012797,0.00494,0,0,0,0.0078224,0.99301,0.09099,-0.03773,1.33
724,1.4409,0.0019636,0,0.0983,0.0127,2.3,0.012874,0.004915,0,0,0,0.0078971,0.99263,0.09302,-0.0384,1.33
725,1.4407,0.0018206,0,0.0973,0.0132,2.3,0.01294,0.004882,0,0,0,0.0079631,0.99223,0.09504,-0.03903,1.33
726,1.4405,0.0016869,0,0.0963,0.0137,2.3,0.013023,0.00484,0,0,0,0.0080281,0.99181,0.09704,-0.03964,1.33
727,1.4404,0.0015628,0,0.0952,0.0143,2.3,0.013095,0.004797,0,0,0,0.0081056,0.99137,0.09903,-0.04024,1.33
728,1.4402,0.0014468,0,0.0942,0.0149,2.3,0.013117,0.004756,0,0,0,0.0082041,0.99092,0.101,-0.04081,1.33
729,1.44,0.0013388,0,0.0932,0.0155,2.3,0.01308,0.00472,0,0,0,0.0083044,0.99045,0.10295,-0.04136,1.33
730,1.4398,0.0012386,0,0.0922,0.0162,2.3,0.013,0.00469,0,0,0,0.0083883,0.98997,0.1049,-0.0419,1.33
731,1.4396,0.0011459,0,0.0912,0.017,2.3,0.012879,0.004667,0,0,0,0.0084686,0.98948,0.10683,-0.04243,1.33
732,1.4394,0.0010591,0,0.0902,0.0179,2.3,0.012735,0.004658,0,0,0,0.0085585,0.98898,0.10874,-0.04294,1.33
733,1.4392,0.00097828,0,0.0892,0.0189,2.3,0.01257,0.004659,0,0,0,0.0086415,0.98846,0.11064,-0.04343,1.33
734,1.4391,0.00090409,0,0.0883,0.0199,2.3,0.012412,0.004661,0,0,0,0.0086998,0.98793,0.11253,-0.04391,1.33
735,1.4389,0.00083609,0,0.0873,0.021,2.3,0.012302,0.004658,0,0,0,0.0087413,0.98739,0.1144,-0.04436,1.33
736,1.4387,0.00077289,0,0.0863,0.0221,2.3,0.012212,0.004649,0,0,0,0.0087781,0.98683,0.11625,-0.04479,1.33
737,1.4385,0.00071503,0,0.0853,0.0231,2.3,0.012129,0.004631,0,0,0,0.0088144,0.98625,0.11808,-0.04519,1.33
738,1.4384,0.00066162,0,0.0844,0.0239,2.3,0.012042,0.004597,0,0,0,0.0088481,0.98565,0.1199,-0.04556,1.33
739,1.4382,0.00061235,0,0.0834,0.0247,2.3,0.01194,0.00455,0,0,0,0.0088585,0.98504,0.12169,-0.0459,1.33
740,1.438,0.00056764,0,0.0824,0.0253,2.3,0.01181,0.004495,0,0,0,0.0088285,0.9844,0.12347,-0.04621,1.33
741,1.4379,0.00052722,0,0.0816,0.0258,2.3,0.011639,0.004454,0,0,0,0.0087722,0.98375,0.12522,-0.04648,1.33
742,1.4377,0.00048994,0,0.0807,0.0262,2.3,0.01143,0.004384,0,0,0,0.0087054,0.98307,0.12694,-0.04671,1.33
743,1.4376,0.00045636,0,0.0799,0.0265,2.3,0.011196,0.004263,0,0,0,0.0086175,0.98237,0.12865,-0.04691,1.33
744,1.4374,0.00042566,0,0.079,0.0267,2.3,0.010955,0.004132,0,0,0,0.0084967,0.98164,0.13033,-0.04707,1.33
745,1.4373,0.00039812,0,0.0782,0.0269,2.3,0.010736,0.004046,0,0,0,0.0083533,0.98089,0.13198,-0.04718,1.33
746,1.4371,0.00037316,0,0.0773,0.027,2.3,0.010504,0.003976,0,0,0,0.0081982,0.98011,0.13361,-0.04726,1.33
747,1.437,0.00035104,0,0.0765,0.0271,2.3,0.010258,0.00386,0,0,0,0.0080229,0.97929,0.1352,-0.04729,1.33
748,1.4368,0.00033141,0,0.0756,0.0272,2.3,0.010015,0.003731,0,0,0,0.0078186,0.97845,0.13677,-0.04728,1.33
749,1.4367,0.00031371,0,0.0748,0.0273,2.3,0.009813,0.003595,0,0,0,0.0075959,0.97758,0.13831,-0.04723,1.33
750,1.4366,0.00029841,0,0.0739,0.0273,2.3,0.009491,0.00346,0,0,0,0.0073665,0.97667,0.13982,-0.04713,1.33
751,1.4364,0.00028315,0,0.0732,0.0274,2.3,0.009211,0.003324,0,0,0,0.0071293,0.97572,0.1413,-0.04699,1.33
752,1.4363,0.00026796,0,0.0725,0.0274,2.3,0.009011,0.003187,0,0,0,0.0068822,0.97474,0.14274,-0.0468,1.33
753,1.4361,0.00025289,0,0.0717,0.0275,2.3,0.00876,0.003044,0,0,0,0.0066326,0.97373,0.14416,-0.04657,1.33
754,1.436,0.00023795,0,0.071,0.0275,2.3,0.008403,0.002903,0,0,0,0.0063892,0.97268,0.14554,-0.0463,1.33
755,1.4359,0.00022319,0,0.0702,0.0275,2.3,0.00818,0.002781,0,0,0,0.0061567,0.97161,0.1469,-0.04599,1.33
756,1.4357,0.00020864,0,0.0695,0.0275,2.3,0.007955,0.002695,0,0,0,0.0059347,0.9705,0.14823,-0.04564,1.33
757,1.4356,0.00019431,0,0.0688,0.0276,2.3,0.007709,0.002619,0,0,0,0.0057064,0.96937,0.14954,-0.04526,1.33
758,1.4355,0.00018026,0,0.068,0.0276,2.3,0.007468,0.002523,0,0,0,0.0054559,0.96821,0.15082,-0.04483,1.33
759,1.4354,0.00016649,0,0.0673,0.0277,2.3,0.007246,0.002412,0,0,0,0.0051873,0.96703,0.15208,-0.04437,1.33
760,1.4352,0.00015306,0,0.0665,0.0277,2.3,0.007028,0.002298,0,0,0,0.0049133,0.96582,0.15331,-0.04388,1.33
761,1.4351,0.00013998,0,0.0659,0.0277,2.3,0.006819,0.00219,0,0,0,0.0046621,0.96459,0.15452,-0.04335,1.33
762,1.435,0.00012729,0,0.0652,0.0277,2.3,0.006639,0.002094,0,0,0,0.0044553,0.96334,0.15571,-0.04279,1.33
763,1.4349,0.00011501,0,0.0645,0.0277,2.3,0.006446,0.002004,0,0,0,0.0042726,0.96207,0.15688,-0.04219,1.33
764,1.4348,0.00010319,0,0.0639,0.0277,2.3,0.006224,0.001917,0,0,0,0.0040898,0.96077,0.15803,-0.04157,1.33
765,1.4348,9.18E-05,0,0.0632,0.0277,2.3,0.005977,0.001835,0,0,0,0.00391,0.95945,0.15915,-0.04091,1.33
766,1.4347,8.10E-05,0,0.0625,0.0277,2.3,0.005785,0.001756,0,0,0,0.0037384,0.95811,0.16025,-0.04022,1.33
767,1.4346,7.07E-05,0,0.0618,0.0277,2.3,0.005628,0.001676,0,0,0,0.0035629,0.95674,0.16134,-0.0395,1.33
768,1.4345,6.10E-05,0,0.0612,0.0276,2.3,0.005418,0.001592,0,0,0,0.0033736,0.95534,0.1624,-0.03874,1.33
769,1.4345,5.19E-05,0,0.0605,0.0276,2.3,0.00521,0.0015,0,0,0,0.0031874,0.95393,0.16344,-0.03796,1.33
770,1.4344,4.34E-05,0,0.0598,0.0275,2.3,0.005029,0.001413,0,0,0,0.0030216,0.95249,0.16445,-0.03714,1.33
771,1.4343,3.55E-05,0,0.0591,0.0275,2.3,0.004859,0.001341,0,0,0,0.0028662,0.95102,0.16545,-0.03629,1.33
772,1.4343,2.84E-05,0,0.0584,0.0275,2.3,0.004699,0.001275,0,0,0,0.0027087,0.94952,0.16643,-0.03542,1.33
773,1.4342,2.20E-05,0,0.0577,0.0274,2.3,0.004557,0.001202,0,0,0,0.0025537,0.948,0.16739,-0.03451,1.33
774,1.4342,1.63E-05,0,0.057,0.0273,2.3,0.004429,0.001113,0,0,0,0.0024092,0.94645,0.16833,-0.03357,1.33
775,1.4342,1.15E-05,0,0.0563,0.0272,2.3,0.004308,0.001015,0,0,0,0.0022809,0.94486,0.16925,-0.03259,1.33
776,1.4341,7.43E-06,0,0.0556,0.0271,2.3,0.004192,0.000922,0,0,0,0.0021701,0.94325,0.17015,-0.03159,1.33
777,1.4341,4.23E-06,0,0.0549,0.027,2.3,0.004081,0.000833,0,0,0,0.0020642,0.94159,0.17104,-0.03055,1.33
778,1.4341,1.90E-06,0,0.0542,0.0269,2.3,0.003972,0.000749,0,0,0,0.0019531,0.9399,0.17191,-0.02948,1.33
779,1.4341,4.80E-07,0,0.0535,0.0268,2.3,0.003863,0.000669,0,0,0,0.0018522,0.93818,0.17277,-0.02838,1.33
780,1.4341,1.05E-13,0,0.0528,0.0266,2.3,0.00375,0.000594,0,0,0,0.0017758,0.93641,0.17361,-0.02725,1.33
781,1.434,0,0,0.0523,0.0265,2.3,0.003632,0.000523,0,0,0,0.001709,0.9346,0.17444,-0.02608,1.33
782,1.434,0,0,0.0517,0.0263,2.3,0.00352,0.000457,0,0,0,0.0016352,0.93276,0.17526,-0.02488,1.33
783,1.434,0,0,0.0511,0.0262,2.3,0.00342,0.000395,0,0,0,0.0015607,0.93088,0.17605,-0.02365,1.33
784,1.434,0,0,0.0505,0.0261,2.3,0.003325,0.000338,0,0,0,0.0014949,0.92898,0.17683,-0.0224,1.33
785,1.4341,0,0,0.0499,0.0259,2.3,0.003237,0.000285,0,0,0,0.0014362,0.92707,0.17759,-0.02113,1.33
786,1.4341,0,0,0.0493,0.0256,2.3,0.003153,0.000236,0,0,0,0.0013814,0.92514,0.17833,-0.01984,1.33
787,1.4341,0,0,0.0487,0.0252,2.3,0.003072,0.000193,0,0,0,0.0013313,0.9232,0.17904,-0.01853,1.33
788,1.4341,0,0,0.0482,0.0251,2.3,0.002992,0.000153,0,0,0,0.0012854,0.92126,0.17973,-0.01721,1.33
789,1.4341,0,0,0.0476,0.025,2.3,0.002911,0.000118,0,0,0,0.0012347,0.91932,0.18038,-0.01587,1.33
790,1.4342,0,0,0.047,0.0247,2.3,0.002823,8.80E-05,0,0,0,0.0011737,0.9174,0.18101,-0.01454,1.33
791,1.4342,0,0,0.0465,0.0245,2.3,0.002732,6.20E-05,0,0,0,0.0011197,0.91549,0.18161,-0.01319,1.33
792,1.4342,0,0,0.0459,0.0241,2.3,0.002643,4.10E-05,0,0,0,0.0010889,0.91359,0.18219,-0.01184,1.33
793,1.4342,0,0,0.0454,0.0239,2.3,0.002563,2.40E-05,0,0,0,0.0010691,0.9117,0.18273,-0.01049,1.33
794,1.4343,0,0,0.0449,0.0237,2.3,0.002489,1.10E-05,0,0,0,0.0010454,0.90982,0.18325,-0.00913,1.33
795,1.4343,0,0,0.0444,0.0236,2.3,0.002411,0,0,0,0,0.0010189,0.90794,0.18376,-0.00777,1.33
796,1.4343,0,0,0.0439,0.0234,2.3,0.002337,0,0,0,0,0.00099354,0.90607,0.18424,-0.00641,1.33
797,1.4344,0,0,0.0433,0.0232,2.3,0.002276,0,0,0,0,0.00096913,0.9042,0.18471,-0.00504,1.33
798,1.4344,0,0,0.0428,0.023,2.3,0.002233,0,0,0,0,0.00094457,0.90233,0.18517,-0.00367,1.33
799,1.4344,0,0,0.0423,0.0228,2.3,0.002171,0,0,0,0,0.00091993,0.90045,0.18562,-0.00229,1.33
800,1.4345,0,0,0.0418,0.0225,2.3,0.00211,0,0,0,0,0.00089551,0.89857,0.18606,-0.00092,1.33
801,1.4345,0,0,0.0413,0.0224,2.3,0.00205,0,0,0,0,0.00087131,0.89667,0.1865,0.00046,1.33
