wl,nr,Kab,Kca,Ks,Kw,Kdm,phiI,phiII,KcaV,KcaZ,Kant,phi,GSV1,GSV2,GSV3,nw
2351,1.2777,0,0,0,33.9,30,0,0,0,0,0,0,-0.0194,0.11782,0.89139,1.28
2352,1.2777,0,0,0,34,29.9,0,0,0,0,0,0,-0.01882,0.11392,0.89514,1.28
2353,1.2776,0,0,0,34.3,29.8,0,0,0,0,0,0,-0.01821,0.11022,0.89872,1.28
2354,1.2775,0,0,0,34.5,29.8,0,0,0,0,0,0,-0.01759,0.1067,0.90215,1.28
2355,1.2774,0,0,0,34.7,29.8,0,0,0,0,0,0,-0.01694,0.10334,0.90542,1.28
2356,1.2773,0,0,0,34.9,29.7,0,0,0,0,0,0,-0.01628,0.10013,0.90856,1.28
2357,1.2772,0,0,0,35.3,29.6,0,0,0,0,0,0,-0.01559,0.09704,0.91158,1.28
2358,1.2771,0,0,0,35.5,29.5,0,0,0,0,0,0,-0.01488,0.09405,0.91448,1.28
2359,1.277,0,0,0,35.7,29.3,0,0,0,0,0,0,-0.01415,0.09114,0.91728,1.28
2360,1.2769,0,0,0,35.9,29.3,0,0,0,0,0,0,-0.0134,0.0883,0.91998,1.28
2361,1.2768,0,0,0,36.1,29.2,0,0,0,0,0,0,-0.01264,0.0855,0.92261,1.28
2362,1.2767,0,0,0,36.6,29.1,0,0,0,0,0,0,-0.01186,0.08271,0.9252,1.28
2363,1.2766,0,0,0,36.8,29,0,0,0,0,0,0,-0.01108,0.07991,0.92777,1.28
2364,1.2765,0,0,0,37,28.9,0,0,0,0,0,0,-0.01032,0.07706,0.93038,1.28
2365,1.2764,0,0,0,37.2,28.8,0,0,0,0,0,0,-0.00959,0.07414,0.93305,1.28
2366,1.2763,0,0,0,37.6,28.7,0,0,0,0,0,0,-0.0089,0.07111,0.93582,1.28
2367,1.2762,0,0,0,37.8,28.7,0,0,0,0,0,0,-0.00826,0.06795,0.93873,1.28
2368,1.2761,0,0,0,38,28.7,0,0,0,0,0,0,-0.00769,0.06462,0.94182,1.28
2369,1.276,0,0,0,38.3,28.7,0,0,0,0,0,0,-0.0072,0.06109,0.94511,1.28
2370,1.2759,0,0,0,38.5,28.6,0,0,0,0,0,0,-0.00679,0.05733,0.94866,1.28
2371,1.2759,0,0,0,38.9,28.5,0,0,0,0,0,0,-0.00649,0.05334,0.95246,1.28
2372,1.2758,0,0,0,39.1,28.5,0,0,0,0,0,0,-0.00627,0.04915,0.95648,1.28
2373,1.2757,0,0,0,39.4,28.5,0,0,0,0,0,0,-0.00611,0.04483,0.96065,1.28
2374,1.2756,0,0,0,39.6,28.4,0,0,0,0,0,0,-0.00601,0.04045,0.96488,1.28
2375,1.2755,0,0,0,40.1,28.3,0,0,0,0,0,0,-0.00593,0.03607,0.96911,1.28
2376,1.2754,0,0,0,40.2,28.2,0,0,0,0,0,0,-0.00586,0.03175,0.97328,1.28
2377,1.2753,0,0,0,40.5,28.2,0,0,0,0,0,0,-0.00579,0.02757,0.9773,1.28
2378,1.2753,0,0,0,40.8,28.2,0,0,0,0,0,0,-0.00569,0.02357,0.98111,1.28
2379,1.2752,0,0,0,41,28.1,0,0,0,0,0,0,-0.00554,0.01983,0.98464,1.28
2380,1.2751,0,0,0,41.5,28,0,0,0,0,0,0,-0.00533,0.0164,0.98781,1.28
2381,1.275,0,0,0,41.7,28,0,0,0,0,0,0,-0.00505,0.01335,0.99058,1.28
2382,1.2749,0,0,0,42,28,0,0,0,0,0,0,-0.00469,0.01067,0.99294,1.28
2383,1.2749,0,0,0,42.2,27.9,0,0,0,0,0,0,-0.00426,0.00833,0.99493,1.28
2384,1.2748,0,0,0,42.7,27.9,0,0,0,0,0,0,-0.00378,0.00631,0.99655,1.28
2385,1.2747,0,0,0,42.9,27.9,0,0,0,0,0,0,-0.00324,0.0046,0.99784,1.28
2386,1.2746,0,0,0,43.2,27.8,0,0,0,0,0,0,-0.00265,0.00319,0.99881,1.28
2387,1.2745,0,0,0,43.4,27.8,0,0,0,0,0,0,-0.00203,0.00203,0.99949,1.28
2388,1.2745,0,0,0,43.9,27.8,0,0,0,0,0,0,-0.00138,0.00113,0.9999,1.28
2389,1.2744,0,0,0,44.1,27.8,0,0,0,0,0,0,-0.0007,0.00046,1.0001,1.28
2390,1.2743,0,0,0,44.4,27.8,0,0,0,0,0,0,0,0,1,1.28
2391,1.2743,0,0,0,44.6,27.8,0,0,0,0,0,0,0.00071,-0.00027,0.99973,1.28
2392,1.2742,0,0,0,45.1,27.8,0,0,0,0,0,0,0.00141,-0.00039,0.99929,1.28
2393,1.2741,0,0,0,45.4,27.9,0,0,0,0,0,0,0.00212,-0.00038,0.99873,1.28
2394,1.2741,0,0,0,45.7,27.9,0,0,0,0,0,0,0.00281,-0.00029,0.99806,1.28
2395,1.274,0,0,0,45.9,27.8,0,0,0,0,0,0,0.00349,-0.00015,0.99735,1.28
2396,1.274,0,0,0,46.4,27.8,0,0,0,0,0,0,0.00413,1.00E-05,0.99661,1.28
2397,1.2739,0,0,0,46.6,27.8,0,0,0,0,0,0,0.00475,0.00016,0.99589,1.28
2398,1.2739,0,0,0,46.9,27.8,0,0,0,0,0,0,0.00532,0.00024,0.99522,1.28
2399,1.2738,0,0,0,47.1,27.8,0,0,0,0,0,0,0.00585,0.00024,0.99465,1.28
2400,1.2738,0,0,0,47.6,27.8,0,0,0,0,0,0,0.00633,0.00012,0.9942,1.28
