photosynthesis per layer
umol-2s-1
    12.83    12.62    12.41    12.20    11.99    11.78    11.57    11.36    11.14    10.93    10.72    10.50    10.29    10.07     9.85     9.64     9.42     9.20     8.99     8.77     8.56     8.35     8.14     7.93     7.73     7.52     7.32     7.13     6.93     6.74     6.55     6.37     6.19     6.02     5.85     5.68     5.52     5.36     5.21     5.06     4.92     4.78     4.65     4.52     4.40     4.28     4.17     4.06     3.96     3.86     3.77     3.68     3.60     3.52     3.45     3.38     3.32     3.26     3.21     3.16     0.00
    12.78    12.57    12.36    12.15    11.93    11.72    11.50    11.29    11.07    10.86    10.64    10.42    10.20     9.98     9.76     9.55     9.33     9.11     8.89     8.67     8.46     8.25     8.03     7.83     7.62     7.42     7.21     7.02     6.82     6.63     6.44     6.26     6.08     5.91     5.74     5.57     5.41     5.26     5.11     4.96     4.82     4.68     4.55     4.43     4.31     4.19     4.08     3.97     3.87     3.78     3.68     3.60     3.52     3.44     3.37     3.30     3.24     3.19     3.14     3.09     0.00
    12.73    12.52    12.30    12.09    11.87    11.66    11.44    11.22    11.00    10.78    10.56    10.34    10.12     9.90     9.68     9.46     9.24     9.01     8.80     8.58     8.36     8.15     7.93     7.72     7.52     7.31     7.11     6.91     6.72     6.53     6.34     6.16     5.98     5.81     5.64     5.47     5.31     5.16     5.01     4.86     4.72     4.59     4.46     4.33     4.22     4.10     3.99     3.89     3.79     3.69     3.60     3.52     3.44     3.36     3.29     3.23     3.17     3.11     3.06     3.02     0.00
    12.68    12.47    12.25    12.03    11.81    11.60    11.38    11.15    10.93    10.71    10.49    10.26    10.04     9.82     9.59     9.37     9.15     8.92     8.70     8.48     8.26     8.05     7.83     7.62     7.42     7.21     7.01     6.81     6.62     6.43     6.24     6.06     5.88     5.71     5.54     5.38     5.22     5.06     4.92     4.77     4.63     4.50     4.37     4.25     4.13     4.02     3.91     3.81     3.71     3.61     3.53     3.44     3.36     3.29     3.22     3.16     3.10     3.05     3.00     2.96     0.00
    12.63    12.41    12.20    11.98    11.75    11.53    11.31    11.09    10.86    10.64    10.41    10.19     9.96     9.73     9.51     9.28     9.06     8.83     8.61     8.39     8.17     7.95     7.74     7.53     7.32     7.11     6.91     6.71     6.52     6.33     6.14     5.96     5.79     5.61     5.45     5.29     5.13     4.98     4.83     4.69     4.55     4.42     4.29     4.17     4.05     3.94     3.83     3.73     3.63     3.54     3.45     3.37     3.30     3.22     3.16     3.09     3.04     2.99     2.94     2.89     0.00
    12.58    12.36    12.14    11.92    11.69    11.47    11.25    11.02    10.79    10.57    10.34    10.11     9.88     9.65     9.42     9.20     8.97     8.74     8.52     8.30     8.08     7.86     7.65     7.43     7.22     7.02     6.82     6.62     6.43     6.24     6.05     5.87     5.70     5.52     5.36     5.20     5.04     4.89     4.74     4.60     4.47     4.34     4.21     4.09     3.97     3.86     3.76     3.66     3.56     3.47     3.39     3.31     3.23     3.16     3.09     3.03     2.98     2.93     2.88     2.84     0.00
    12.53    12.31    12.09    11.86    11.64    11.41    11.18    10.95    10.72    10.49    10.26    10.03     9.80     9.57     9.34     9.11     8.88     8.66     8.43     8.21     7.99     7.77     7.55     7.34     7.13     6.93     6.73     6.53     6.34     6.15     5.96     5.78     5.61     5.44     5.27     5.11     4.96     4.81     4.66     4.53     4.39     4.26     4.14     4.02     3.90     3.79     3.69     3.59     3.50     3.41     3.32     3.24     3.17     3.10     3.04     2.98     2.92     2.87     2.82     2.78     0.00
    12.48    12.26    12.03    11.80    11.58    11.35    11.12    10.89    10.65    10.42    10.19     9.96     9.72     9.49     9.26     9.03     8.80     8.57     8.35     8.12     7.90     7.68     7.47     7.25     7.04     6.84     6.64     6.44     6.25     6.06     5.88     5.70     5.53     5.36     5.19     5.03     4.88     4.73     4.59     4.45     4.32     4.19     4.07     3.95     3.83     3.73     3.62     3.53     3.43     3.35     3.26     3.18     3.11     3.04     2.98     2.92     2.87     2.82     2.77     2.73     0.00
    12.43    12.20    11.98    11.75    11.52    11.28    11.05    10.82    10.59    10.35    10.12     9.88     9.65     9.41     9.18     8.95     8.72     8.49     8.26     8.04     7.81     7.60     7.38     7.17     6.96     6.75     6.55     6.36     6.17     5.98     5.80     5.62     5.45     5.28     5.12     4.96     4.81     4.66     4.52     4.38     4.25     4.12     4.00     3.88     3.77     3.66     3.56     3.47     3.37     3.29     3.21     3.13     3.06     2.99     2.93     2.87     2.82     2.77     2.72     2.68     0.00
    12.38    12.15    11.92    11.69    11.46    11.22    10.99    10.75    10.52    10.28    10.04     9.81     9.57     9.34     9.10     8.87     8.64     8.41     8.18     7.95     7.73     7.51     7.30     7.08     6.87     6.67     6.47     6.28     6.08     5.90     5.72     5.54     5.37     5.20     5.04     4.88     4.73     4.59     4.45     4.31     4.18     4.05     3.93     3.82     3.71     3.60     3.50     3.41     3.32     3.23     3.15     3.07     3.00     2.94     2.88     2.82     2.77     2.72     2.68     2.64     0.00
    12.33    12.10    11.86    11.63    11.39    11.16    10.92    10.68    10.45    10.21     9.97     9.73     9.49     9.26     9.02     8.79     8.55     8.32     8.10     7.87     7.65     7.43     7.21     7.00     6.79     6.59     6.39     6.20     6.01     5.82     5.64     5.46     5.29     5.13     4.97     4.81     4.66     4.52     4.38     4.25     4.12     3.99     3.87     3.76     3.65     3.55     3.45     3.35     3.26     3.18     3.10     3.02     2.95     2.89     2.83     2.77     2.72     2.67     2.63     2.59     0.00
    12.28    12.04    11.81    11.57    11.33    11.10    10.86    10.62    10.38    10.14     9.90     9.66     9.42     9.18     8.94     8.71     8.47     8.24     8.01     7.79     7.57     7.35     7.13     6.92     6.71     6.51     6.31     6.12     5.93     5.75     5.57     5.39     5.22     5.06     4.90     4.75     4.60     4.45     4.32     4.18     4.05     3.93     3.81     3.70     3.59     3.49     3.39     3.30     3.21     3.13     3.05     2.97     2.91     2.84     2.78     2.73     2.68     2.63     2.59     2.55     0.00
    12.23    11.99    11.75    11.51    11.27    11.03    10.79    10.55    10.31    10.07     9.83     9.58     9.34     9.10     8.87     8.63     8.40     8.16     7.94     7.71     7.49     7.27     7.05     6.84     6.64     6.43     6.24     6.04     5.86     5.67     5.49     5.32     5.15     4.99     4.83     4.68     4.53     4.39     4.25     4.12     4.00     3.87     3.76     3.65     3.54     3.44     3.34     3.25     3.16     3.08     3.00     2.93     2.86     2.80     2.74     2.68     2.63     2.59     2.55     2.51     0.00
