timestep counter year t Rntot lEtot Htot Rnctot lEctot Hctot Actot Rnstot lEstot Hstot Gtot Resp aPAR aPAR_Cab faPAR aPAR_energyunits iPAR fluortot fluor_yield
""        ""      ""  JulianDay  Wm-2   Wm-2 Wm-2 Wm-2 Wm-2   Wm-2 umolm-2s-1 Wm-2 Wm-2 Wm-2 Wm-2 umolm-2s-1 umolm-2s-1 umolumol-1 Wm-2 umolm-2s-1 W m-2 WW^{-1}
        1        39         0    0.0000    518.52    278.65    190.27    379.49    218.35    161.10     21.59    139.03     60.30     29.17     48.66      0.00   1497.46   1069.03      0.85    221.43   1761.85   0.6521  0.002945
        2        39         0    0.0000    513.43    276.31    188.90    378.26    217.42    160.80     21.42    135.17     58.89     28.10     47.31      0.00   1499.26   1070.63      0.85    221.75   1761.40   0.6468  0.002917
        3        38         0    0.0000    509.02    274.61    187.00    376.41    216.71    159.66     21.35    132.61     57.90     27.35     46.41      0.00   1497.19   1068.89      0.85    221.40   1761.23   0.6442  0.002910
        4        38         0    0.0000    505.17    273.41    185.03    374.41    216.17    158.20     21.34    130.76     57.24     26.83     45.77      0.00   1493.19   1065.52      0.85    220.72   1761.23   0.6428  0.002912
        5        38         0    0.0000    501.77    272.48    183.05    372.37    215.72    156.61     21.35    129.40     56.76     26.45     45.29      0.00   1488.18   1061.30      0.84    219.88   1761.32   0.6419  0.002919
        6        38         0    0.0000    498.71    271.73    181.12    370.35    215.33    154.97     21.39    128.37     56.39     26.15     44.93      0.00   1482.64   1056.64      0.84    218.95   1761.47   0.6411  0.002928
