%  columns="iteration, evaluation, void, void, void, xmean" (startseed=216069, 2022/07/21 16:55:39.70)
0 1 0 0 0 5.000000e+01 2.000000e+00 
1 8 0 0 0 2.534460e+01 2.673680e+00 
2 15 0 0 0 5.329549e+00 3.022657e+00 
3 22 0 0 0 2.766967e+01 3.731562e+00 
4 29 0 0 0 1.850397e+01 2.827135e+00 
5 36 0 0 0 2.971724e+01 2.394373e+00 
6 43 0 0 0 2.404952e+01 1.857039e+00 
7 50 0 0 0 2.804123e+01 2.381207e+00 
8 57 0 0 0 2.723008e+01 2.728210e+00 
9 64 0 0 0 1.961325e+01 2.849129e+00 
10 71 0 0 0 2.675295e+01 2.612460e+00 
11 78 0 0 0 2.617369e+01 2.731458e+00 
12 85 0 0 0 2.793086e+01 2.607106e+00 
13 92 0 0 0 2.691973e+01 2.402549e+00 
14 99 0 0 0 2.668214e+01 2.371104e+00 
15 106 0 0 0 2.665403e+01 2.552325e+00 
16 113 0 0 0 2.700373e+01 2.782327e+00 
17 120 0 0 0 2.700351e+01 2.889153e+00 
18 127 0 0 0 2.731898e+01 2.856523e+00 
19 134 0 0 0 2.696966e+01 3.018164e+00 
20 141 0 0 0 2.711085e+01 3.005732e+00 
21 148 0 0 0 2.719692e+01 3.104554e+00 
22 155 0 0 0 2.722153e+01 2.966096e+00 
23 162 0 0 0 2.711915e+01 3.131647e+00 
24 169 0 0 0 2.699286e+01 3.033254e+00 
25 176 0 0 0 2.692950e+01 3.034292e+00 
26 183 0 0 0 2.702707e+01 3.036927e+00 
27 190 0 0 0 2.708394e+01 3.015526e+00 
28 197 0 0 0 2.704283e+01 3.009892e+00 
29 204 0 0 0 2.704314e+01 3.002217e+00 
30 211 0 0 0 2.705582e+01 3.000822e+00 
31 218 0 0 0 2.703756e+01 2.986064e+00 
32 225 0 0 0 2.705920e+01 3.000452e+00 
33 232 0 0 0 2.704662e+01 2.995919e+00 
34 239 0 0 0 2.704602e+01 2.993272e+00 
35 246 0 0 0 2.704427e+01 2.998806e+00 
36 253 0 0 0 2.704411e+01 2.993437e+00 
37 260 0 0 0 2.704641e+01 2.993641e+00 
38 267 0 0 0 2.704351e+01 2.997091e+00 
39 274 0 0 0 2.704320e+01 2.992425e+00 
40 281 0 0 0 2.704363e+01 2.993301e+00 
41 288 0 0 0 2.704381e+01 2.993813e+00 
42 295 0 0 0 2.704381e+01 2.994910e+00 
43 302 0 0 0 2.704393e+01 2.997055e+00 
44 309 0 0 0 2.704422e+01 2.996988e+00 
45 316 0 0 0 2.704415e+01 2.998480e+00 
46 323 0 0 0 2.704350e+01 2.999659e+00 
47 330 0 0 0 2.704378e+01 2.997843e+00 
48 337 0 0 0 2.704356e+01 2.998084e+00 
49 344 0 0 0 2.704376e+01 2.997913e+00 
50 351 0 0 0 2.704374e+01 2.998321e+00 
51 358 0 0 0 2.704375e+01 2.998239e+00 
52 365 0 0 0 2.704378e+01 2.998249e+00 
53 372 0 0 0 2.704369e+01 2.998379e+00 
54 379 0 0 0 2.704371e+01 2.998553e+00 
55 386 0 0 0 2.704372e+01 2.998668e+00 
56 393 0 0 0 2.704371e+01 2.998931e+00 
57 400 0 0 0 2.704371e+01 2.998956e+00 
58 407 0 0 0 2.704371e+01 2.999058e+00 
59 414 0 0 0 2.704372e+01 2.998831e+00 
60 421 0 0 0 2.704370e+01 2.998690e+00 
61 428 0 0 0 2.704369e+01 2.998810e+00 
62 435 0 0 0 2.704371e+01 2.998702e+00 
63 442 0 0 0 2.704372e+01 2.998639e+00 
64 449 0 0 0 2.704370e+01 2.998541e+00 
65 456 0 0 0 2.704372e+01 2.998596e+00 
66 463 0 0 0 2.704372e+01 2.998666e+00 
67 470 0 0 0 2.704371e+01 2.998719e+00 
68 477 0 0 0 2.704372e+01 2.998700e+00 
69 484 0 0 0 2.704372e+01 2.998706e+00 
70 491 0 0 0 2.704372e+01 2.998677e+00 
71 498 0 0 0 2.704372e+01 2.998671e+00 
72 505 0 0 0 2.704371e+01 2.998685e+00 
73 512 0 0 0 2.704372e+01 2.998692e+00 
74 519 0 0 0 2.704372e+01 2.998670e+00 
75 526 0 0 0 2.704372e+01 2.998669e+00 
76 533 0 0 0 2.704372e+01 2.998649e+00 
77 540 0 0 0 2.704372e+01 2.998634e+00 
78 547 0 0 0 2.704372e+01 2.998611e+00 
79 554 0 0 0 2.704372e+01 2.998623e+00 
80 561 0 0 0 2.704372e+01 2.998623e+00 
81 568 0 0 0 2.704372e+01 2.998636e+00 
82 575 0 0 0 2.704372e+01 2.998634e+00 
83 582 0 0 0 2.704372e+01 2.998634e+00 
84 589 0 0 0 2.704372e+01 2.998625e+00 
85 596 0 0 0 2.704372e+01 2.998629e+00 
