%  columns="iteration, evaluation, void, void, void, xmean" (startseed=210463, 2022/07/14 11:16:34.63)
35 2795 0 0 0 3.642177e+01 2.176393e+02 4.027462e-01 3.577672e-02 
36 2811 0 0 0 3.660675e+01 2.180328e+02 3.439846e-01 1.113416e-02 
37 2827 0 0 0 3.693917e+01 2.164313e+02 3.583391e-01 2.070295e-02 
38 2843 0 0 0 3.648267e+01 2.171395e+02 3.778777e-01 2.687694e-02 
39 2859 0 0 0 3.655767e+01 2.169787e+02 3.603864e-01 1.234715e-02 
40 2875 0 0 0 3.676417e+01 2.171746e+02 3.900719e-01 1.277702e-02 
41 2891 0 0 0 3.646475e+01 2.177783e+02 3.947300e-01 7.894124e-03 
42 2907 0 0 0 3.623105e+01 2.188667e+02 3.902903e-01 9.722934e-03 
43 2923 0 0 0 3.654572e+01 2.177877e+02 3.763171e-01 1.025899e-02 
44 2939 0 0 0 3.640084e+01 2.178038e+02 3.832495e-01 1.086583e-02 
45 2955 0 0 0 3.627155e+01 2.176842e+02 3.797103e-01 5.688089e-03 
46 2971 0 0 0 3.646717e+01 2.177714e+02 3.923815e-01 1.058290e-02 
47 2987 0 0 0 3.646903e+01 2.177708e+02 3.987011e-01 6.604276e-03 
48 3003 0 0 0 3.647405e+01 2.176018e+02 3.843340e-01 6.872809e-03 
49 3019 0 0 0 3.650955e+01 2.176266e+02 3.809364e-01 6.153750e-03 
50 3035 0 0 0 3.642680e+01 2.178538e+02 3.735804e-01 5.459832e-03 
51 3051 0 0 0 3.648933e+01 2.178395e+02 3.741208e-01 5.589539e-03 
52 3067 0 0 0 3.648789e+01 2.177015e+02 3.810171e-01 6.521953e-03 
53 3083 0 0 0 3.648120e+01 2.176737e+02 3.874538e-01 5.877547e-03 
54 3099 0 0 0 3.648490e+01 2.176591e+02 3.930875e-01 6.712787e-03 
55 3115 0 0 0 3.648710e+01 2.176918e+02 3.903733e-01 5.976456e-03 
56 3131 0 0 0 3.650268e+01 2.176758e+02 3.866093e-01 6.575967e-03 
57 3147 0 0 0 3.647759e+01 2.177098e+02 3.887731e-01 6.621465e-03 
58 3163 0 0 0 3.648392e+01 2.177050e+02 3.842347e-01 6.612833e-03 
59 3179 0 0 0 3.650465e+01 2.177050e+02 3.828160e-01 6.795086e-03 
60 3195 0 0 0 3.648879e+01 2.177161e+02 3.771436e-01 6.496669e-03 
61 3211 0 0 0 3.648558e+01 2.176744e+02 3.755195e-01 6.578426e-03 
62 3227 0 0 0 3.649236e+01 2.176596e+02 3.721875e-01 6.404643e-03 
63 3243 0 0 0 3.649315e+01 2.176274e+02 3.663031e-01 6.238869e-03 
64 3259 0 0 0 3.648826e+01 2.176666e+02 3.704370e-01 6.548264e-03 
65 3275 0 0 0 3.648590e+01 2.176567e+02 3.736074e-01 6.571584e-03 
66 3291 0 0 0 3.648251e+01 2.176568e+02 3.715988e-01 6.461098e-03 
67 3307 0 0 0 3.648734e+01 2.176584e+02 3.740728e-01 6.497480e-03 
68 3323 0 0 0 3.648528e+01 2.176649e+02 3.733493e-01 6.367000e-03 
69 3339 0 0 0 3.648702e+01 2.176697e+02 3.735620e-01 6.419284e-03 
70 3355 0 0 0 3.648504e+01 2.176736e+02 3.752235e-01 6.530784e-03 
71 3371 0 0 0 3.648596e+01 2.176685e+02 3.751287e-01 6.532538e-03 
72 3387 0 0 0 3.648412e+01 2.176690e+02 3.750457e-01 6.518306e-03 
73 3403 0 0 0 3.648534e+01 2.176706e+02 3.758526e-01 6.519776e-03 
74 3419 0 0 0 3.648612e+01 2.176686e+02 3.755243e-01 6.517918e-03 
75 3435 0 0 0 3.648615e+01 2.176682e+02 3.751708e-01 6.497359e-03 
76 3451 0 0 0 3.648586e+01 2.176699e+02 3.754910e-01 6.513032e-03 
77 3467 0 0 0 3.648586e+01 2.176706e+02 3.756920e-01 6.515942e-03 
78 3483 0 0 0 3.648551e+01 2.176705e+02 3.755145e-01 6.505211e-03 
79 3499 0 0 0 3.648544e+01 2.176702e+02 3.754687e-01 6.514385e-03 
80 3515 0 0 0 3.648544e+01 2.176707e+02 3.758803e-01 6.517585e-03 
81 3531 0 0 0 3.648526e+01 2.176706e+02 3.755544e-01 6.519275e-03 
82 3547 0 0 0 3.648538e+01 2.176703e+02 3.756450e-01 6.517053e-03 
83 3563 0 0 0 3.648544e+01 2.176704e+02 3.758188e-01 6.520855e-03 
84 3579 0 0 0 3.648543e+01 2.176704e+02 3.758071e-01 6.521164e-03 
85 3595 0 0 0 3.648546e+01 2.176703e+02 3.759429e-01 6.520700e-03 
86 3611 0 0 0 3.648549e+01 2.176701e+02 3.760626e-01 6.522076e-03 
87 3627 0 0 0 3.648550e+01 2.176701e+02 3.760127e-01 6.522465e-03 
88 3643 0 0 0 3.648553e+01 2.176702e+02 3.760620e-01 6.523723e-03 
89 3659 0 0 0 3.648551e+01 2.176702e+02 3.760077e-01 6.522045e-03 
90 3675 0 0 0 3.648550e+01 2.176702e+02 3.760128e-01 6.522293e-03 
91 3691 0 0 0 3.648550e+01 2.176703e+02 3.760635e-01 6.523709e-03 
92 3707 0 0 0 3.648552e+01 2.176703e+02 3.760594e-01 6.522884e-03 
93 3723 0 0 0 3.648552e+01 2.176703e+02 3.760599e-01 6.523284e-03 
94 3739 0 0 0 3.648551e+01 2.176703e+02 3.760266e-01 6.522892e-03 
95 3755 0 0 0 3.648552e+01 2.176703e+02 3.760389e-01 6.523047e-03 
96 3771 0 0 0 3.648552e+01 2.176702e+02 3.760293e-01 6.522689e-03 
97 3787 0 0 0 3.648552e+01 2.176703e+02 3.760361e-01 6.522996e-03 
98 3803 0 0 0 3.648552e+01 2.176703e+02 3.760301e-01 6.522863e-03 
99 3819 0 0 0 3.648551e+01 2.176703e+02 3.760233e-01 6.522680e-03 
100 3835 0 0 0 3.648551e+01 2.176703e+02 3.760205e-01 6.522702e-03 
101 3851 0 0 0 3.648552e+01 2.176703e+02 3.760168e-01 6.522578e-03 
102 3867 0 0 0 3.648551e+01 2.176703e+02 3.760086e-01 6.522465e-03 
103 3883 0 0 0 3.648551e+01 2.176703e+02 3.760050e-01 6.522334e-03 
104 3899 0 0 0 3.648551e+01 2.176703e+02 3.760081e-01 6.522440e-03 
105 3915 0 0 0 3.648551e+01 2.176703e+02 3.760082e-01 6.522410e-03 
106 3931 0 0 0 3.648552e+01 2.176703e+02 3.760083e-01 6.522413e-03 
107 3947 0 0 0 3.648551e+01 2.176703e+02 3.760065e-01 6.522396e-03 
108 3963 0 0 0 3.648551e+01 2.176703e+02 3.760099e-01 6.522454e-03 
109 3979 0 0 0 3.648551e+01 2.176703e+02 3.760102e-01 6.522455e-03 
110 3995 0 0 0 3.648551e+01 2.176703e+02 3.760128e-01 6.522503e-03 
111 4011 0 0 0 3.648551e+01 2.176703e+02 3.760117e-01 6.522486e-03 
112 4027 0 0 0 3.648552e+01 2.176703e+02 3.760119e-01 6.522490e-03 
113 4043 0 0 0 3.648551e+01 2.176703e+02 3.760115e-01 6.522485e-03 
114 4059 0 0 0 3.648551e+01 2.176703e+02 3.760118e-01 6.522494e-03 
115 4075 0 0 0 3.648551e+01 2.176703e+02 3.760108e-01 6.522474e-03 
116 4091 0 0 0 3.648552e+01 2.176703e+02 3.760111e-01 6.522479e-03 
117 4107 0 0 0 3.648552e+01 2.176703e+02 3.760120e-01 6.522495e-03 
118 4123 0 0 0 3.648552e+01 2.176703e+02 3.760136e-01 6.522522e-03 
119 4139 0 0 0 3.648552e+01 2.176703e+02 3.760128e-01 6.522511e-03 
120 4155 0 0 0 3.648552e+01 2.176703e+02 3.760130e-01 6.522516e-03 
121 4171 0 0 0 3.648552e+01 2.176703e+02 3.760126e-01 6.522508e-03 
122 4187 0 0 0 3.648552e+01 2.176703e+02 3.760119e-01 6.522495e-03 
123 4203 0 0 0 3.648552e+01 2.176703e+02 3.760127e-01 6.522506e-03 
124 4219 0 0 0 3.648551e+01 2.176703e+02 3.760125e-01 6.522500e-03 
125 4235 0 0 0 3.648552e+01 2.176703e+02 3.760128e-01 6.522506e-03 
126 4251 0 0 0 3.648552e+01 2.176703e+02 3.760128e-01 6.522507e-03 
127 4267 0 0 0 3.648552e+01 2.176703e+02 3.760130e-01 6.522511e-03 
128 4283 0 0 0 3.648552e+01 2.176703e+02 3.760131e-01 6.522513e-03 
129 4299 0 0 0 3.648552e+01 2.176703e+02 3.760135e-01 6.522519e-03 
130 4315 0 0 0 3.648551e+01 2.176703e+02 3.760131e-01 6.522514e-03 
131 4331 0 0 0 3.648552e+01 2.176703e+02 3.760133e-01 6.522517e-03 
1 4365 0 0 0 5.113863e+01 2.439444e+02 9.171926e-01 9.805848e-01 
2 4397 0 0 0 4.810047e+01 2.651890e+02 6.904566e-01 8.757585e-01 
3 4429 0 0 0 3.974814e+01 3.210350e+02 6.617844e-01 7.328430e-01 
4 4461 0 0 0 3.679667e+01 3.701256e+02 8.343655e-01 8.866587e-01 
5 4493 0 0 0 3.638293e+01 5.154237e+02 1.043089e+00 6.849683e-01 
6 4525 0 0 0 4.275560e+01 4.056747e+02 8.270482e-01 4.276995e-01 
7 4557 0 0 0 4.065268e+01 3.142860e+02 7.602946e-01 3.401672e-01 
8 4589 0 0 0 3.928021e+01 2.663851e+02 6.933169e-01 3.810243e-01 
9 4621 0 0 0 3.925258e+01 3.021072e+02 7.979330e-01 2.924930e-01 
10 4653 0 0 0 3.823803e+01 2.645492e+02 6.204117e-01 4.086538e-01 
11 4685 0 0 0 3.978758e+01 2.496126e+02 5.455321e-01 3.313384e-01 
12 4717 0 0 0 3.793531e+01 2.680327e+02 5.695973e-01 1.524798e-01 
13 4749 0 0 0 3.547000e+01 2.428516e+02 5.550632e-01 1.839009e-01 
14 4781 0 0 0 3.581886e+01 2.617097e+02 6.499107e-01 1.718717e-01 
15 4813 0 0 0 3.508325e+01 2.456768e+02 6.032524e-01 1.004974e-01 
16 4845 0 0 0 3.422870e+01 2.240249e+02 6.009566e-01 9.562591e-02 
17 4877 0 0 0 3.595368e+01 2.184903e+02 6.371700e-01 1.062647e-01 
18 4909 0 0 0 3.692435e+01 2.156583e+02 6.198161e-01 1.672398e-01 
19 4941 0 0 0 3.622390e+01 2.168703e+02 5.707492e-01 1.297836e-01 
20 4973 0 0 0 3.653251e+01 2.165930e+02 6.206261e-01 1.781722e-01 
21 5005 0 0 0 3.746592e+01 2.152258e+02 6.030180e-01 1.748364e-01 
22 5037 0 0 0 3.702924e+01 2.110102e+02 5.927868e-01 1.823848e-01 
23 5069 0 0 0 3.626646e+01 2.149778e+02 6.470224e-01 1.906419e-01 
24 5101 0 0 0 3.643174e+01 2.171737e+02 6.239149e-01 1.166800e-01 
25 5133 0 0 0 3.667331e+01 2.165194e+02 6.316743e-01 5.800768e-02 
26 5165 0 0 0 3.639745e+01 2.191157e+02 6.828395e-01 7.707869e-02 
27 5197 0 0 0 3.675892e+01 2.176090e+02 7.189168e-01 8.117968e-02 
28 5229 0 0 0 3.638387e+01 2.171740e+02 7.129991e-01 6.839387e-02 
29 5261 0 0 0 3.651136e+01 2.170937e+02 7.227851e-01 4.439153e-02 
30 5293 0 0 0 3.634198e+01 2.168687e+02 7.234280e-01 5.033254e-02 
31 5325 0 0 0 3.639370e+01 2.172056e+02 7.017592e-01 3.234689e-02 
32 5357 0 0 0 3.651686e+01 2.170220e+02 7.157969e-01 1.629498e-02 
33 5389 0 0 0 3.652452e+01 2.176782e+02 7.208820e-01 1.489513e-02 
34 5421 0 0 0 3.656720e+01 2.174924e+02 6.998863e-01 1.215992e-02 
35 5453 0 0 0 3.651845e+01 2.177823e+02 6.833709e-01 1.150729e-02 
36 5485 0 0 0 3.650582e+01 2.176815e+02 6.952197e-01 1.122876e-02 
37 5517 0 0 0 3.648164e+01 2.176845e+02 7.062621e-01 1.293258e-02 
38 5549 0 0 0 3.649064e+01 2.177392e+02 6.870181e-01 1.123089e-02 
39 5581 0 0 0 3.646442e+01 2.177233e+02 6.676621e-01 1.160326e-02 
40 5613 0 0 0 3.649055e+01 2.176793e+02 6.415568e-01 1.142363e-02 
41 5645 0 0 0 3.651136e+01 2.177087e+02 6.498757e-01 1.166159e-02 
42 5677 0 0 0 3.648169e+01 2.177748e+02 6.596483e-01 1.139843e-02 
43 5709 0 0 0 3.647365e+01 2.177351e+02 6.651645e-01 1.172668e-02 
44 5741 0 0 0 3.648011e+01 2.177010e+02 6.631634e-01 1.143538e-02 
45 5773 0 0 0 3.648325e+01 2.176691e+02 6.517269e-01 1.109973e-02 
46 5805 0 0 0 3.648229e+01 2.176449e+02 6.542815e-01 1.115401e-02 
47 5837 0 0 0 3.649074e+01 2.176690e+02 6.465939e-01 1.115476e-02 
48 5869 0 0 0 3.648978e+01 2.176495e+02 6.455432e-01 1.112649e-02 
49 5901 0 0 0 3.648716e+01 2.176659e+02 6.469628e-01 1.116386e-02 
50 5933 0 0 0 3.648431e+01 2.176614e+02 6.515503e-01 1.135671e-02 
51 5965 0 0 0 3.648344e+01 2.176616e+02 6.493311e-01 1.131457e-02 
52 5997 0 0 0 3.648473e+01 2.176709e+02 6.519630e-01 1.138891e-02 
53 6029 0 0 0 3.648507e+01 2.176717e+02 6.456067e-01 1.126799e-02 
54 6061 0 0 0 3.648399e+01 2.176723e+02 6.507660e-01 1.134096e-02 
55 6093 0 0 0 3.648602e+01 2.176731e+02 6.507241e-01 1.128622e-02 
56 6125 0 0 0 3.648576e+01 2.176709e+02 6.540354e-01 1.134726e-02 
57 6157 0 0 0 3.648536e+01 2.176708e+02 6.505417e-01 1.131177e-02 
58 6189 0 0 0 3.648522e+01 2.176694e+02 6.513997e-01 1.131581e-02 
59 6221 0 0 0 3.648551e+01 2.176706e+02 6.513040e-01 1.130685e-02 
60 6253 0 0 0 3.648555e+01 2.176706e+02 6.512440e-01 1.130168e-02 
61 6285 0 0 0 3.648551e+01 2.176696e+02 6.528416e-01 1.132228e-02 
62 6317 0 0 0 3.648572e+01 2.176704e+02 6.493318e-01 1.125929e-02 
63 6349 0 0 0 3.648549e+01 2.176703e+02 6.508692e-01 1.128685e-02 
64 6381 0 0 0 3.648548e+01 2.176704e+02 6.509587e-01 1.129237e-02 
65 6413 0 0 0 3.648555e+01 2.176704e+02 6.502055e-01 1.127878e-02 
66 6445 0 0 0 3.648551e+01 2.176703e+02 6.508752e-01 1.128950e-02 
67 6477 0 0 0 3.648551e+01 2.176703e+02 6.527514e-01 1.132231e-02 
68 6509 0 0 0 3.648553e+01 2.176701e+02 6.533017e-01 1.133138e-02 
69 6541 0 0 0 3.648553e+01 2.176702e+02 6.531827e-01 1.132981e-02 
70 6573 0 0 0 3.648552e+01 2.176702e+02 6.524142e-01 1.131706e-02 
71 6605 0 0 0 3.648552e+01 2.176703e+02 6.520660e-01 1.131107e-02 
72 6637 0 0 0 3.648552e+01 2.176703e+02 6.518497e-01 1.130724e-02 
73 6669 0 0 0 3.648552e+01 2.176703e+02 6.517183e-01 1.130502e-02 
74 6701 0 0 0 3.648552e+01 2.176703e+02 6.516864e-01 1.130449e-02 
75 6733 0 0 0 3.648552e+01 2.176703e+02 6.517375e-01 1.130531e-02 
76 6765 0 0 0 3.648552e+01 2.176703e+02 6.515020e-01 1.130137e-02 
77 6797 0 0 0 3.648551e+01 2.176703e+02 6.514127e-01 1.129975e-02 
78 6829 0 0 0 3.648551e+01 2.176703e+02 6.515617e-01 1.130231e-02 
79 6861 0 0 0 3.648551e+01 2.176703e+02 6.514642e-01 1.130063e-02 
80 6893 0 0 0 3.648551e+01 2.176703e+02 6.512491e-01 1.129691e-02 
81 6925 0 0 0 3.648552e+01 2.176703e+02 6.513019e-01 1.129781e-02 
82 6957 0 0 0 3.648551e+01 2.176703e+02 6.513263e-01 1.129824e-02 
83 6989 0 0 0 3.648552e+01 2.176703e+02 6.512810e-01 1.129746e-02 
84 7021 0 0 0 3.648552e+01 2.176703e+02 6.512606e-01 1.129710e-02 
85 7053 0 0 0 3.648551e+01 2.176703e+02 6.512619e-01 1.129712e-02 
86 7085 0 0 0 3.648551e+01 2.176703e+02 6.512393e-01 1.129673e-02 
87 7117 0 0 0 3.648551e+01 2.176703e+02 6.513206e-01 1.129814e-02 
88 7149 0 0 0 3.648552e+01 2.176703e+02 6.512830e-01 1.129749e-02 
89 7181 0 0 0 3.648552e+01 2.176703e+02 6.512463e-01 1.129685e-02 
90 7213 0 0 0 3.648552e+01 2.176703e+02 6.512712e-01 1.129728e-02 
91 7245 0 0 0 3.648551e+01 2.176703e+02 6.513276e-01 1.129826e-02 
92 7277 0 0 0 3.648551e+01 2.176703e+02 6.513528e-01 1.129870e-02 
93 7309 0 0 0 3.648552e+01 2.176703e+02 6.513286e-01 1.129828e-02 
94 7341 0 0 0 3.648552e+01 2.176703e+02 6.513164e-01 1.129806e-02 
95 7373 0 0 0 3.648552e+01 2.176703e+02 6.512912e-01 1.129763e-02 
96 7405 0 0 0 3.648552e+01 2.176703e+02 6.513549e-01 1.129873e-02 
1 7471 0 0 0 4.509832e+01 2.075941e+02 1.034626e+00 8.827651e-01 
2 7535 0 0 0 4.447805e+01 2.090198e+02 9.174099e-01 8.503163e-01 
3 7599 0 0 0 4.198090e+01 2.159944e+02 8.306671e-01 7.214105e-01 
4 7663 0 0 0 4.232131e+01 2.032594e+02 6.964830e-01 5.779397e-01 
5 7727 0 0 0 4.125655e+01 2.152903e+02 6.230540e-01 4.541901e-01 
6 7791 0 0 0 3.876251e+01 2.129051e+02 5.015341e-01 3.562278e-01 
7 7855 0 0 0 3.777402e+01 2.140395e+02 5.126524e-01 4.394550e-01 
8 7919 0 0 0 3.746720e+01 2.136762e+02 6.256137e-01 4.233988e-01 
9 7983 0 0 0 3.656090e+01 2.157270e+02 5.536664e-01 3.297668e-01 
10 8047 0 0 0 3.685055e+01 2.148833e+02 4.804906e-01 2.629733e-01 
11 8111 0 0 0 3.676241e+01 2.161304e+02 4.239107e-01 1.340499e-01 
12 8175 0 0 0 3.666432e+01 2.160190e+02 5.204626e-01 1.540644e-01 
13 8239 0 0 0 3.647775e+01 2.151114e+02 5.153400e-01 1.330544e-01 
14 8303 0 0 0 3.637071e+01 2.157188e+02 5.036384e-01 6.669535e-02 
15 8367 0 0 0 3.644473e+01 2.157651e+02 5.953468e-01 5.559274e-02 
16 8431 0 0 0 3.649173e+01 2.158268e+02 5.774371e-01 7.346908e-02 
17 8495 0 0 0 3.659018e+01 2.165800e+02 5.754423e-01 4.625692e-02 
18 8559 0 0 0 3.646909e+01 2.177568e+02 6.452735e-01 3.369244e-02 
19 8623 0 0 0 3.650974e+01 2.173867e+02 7.145108e-01 3.496927e-02 
20 8687 0 0 0 3.636856e+01 2.176073e+02 7.051464e-01 2.018888e-02 
21 8751 0 0 0 3.651113e+01 2.176621e+02 7.625837e-01 2.251663e-02 
22 8815 0 0 0 3.647513e+01 2.176316e+02 7.067710e-01 1.708621e-02 
23 8879 0 0 0 3.648238e+01 2.177591e+02 7.251666e-01 1.537864e-02 
24 8943 0 0 0 3.648915e+01 2.176966e+02 7.648815e-01 1.228181e-02 
25 9007 0 0 0 3.648687e+01 2.176473e+02 7.311025e-01 1.146723e-02 
26 9071 0 0 0 3.647402e+01 2.176685e+02 7.262264e-01 1.285349e-02 
27 9135 0 0 0 3.647957e+01 2.176834e+02 7.515648e-01 1.319321e-02 
28 9199 0 0 0 3.647891e+01 2.176741e+02 7.433420e-01 1.273299e-02 
29 9263 0 0 0 3.648676e+01 2.176774e+02 7.732270e-01 1.333381e-02 
30 9327 0 0 0 3.648462e+01 2.176693e+02 7.664326e-01 1.318719e-02 
31 9391 0 0 0 3.648575e+01 2.176690e+02 7.781756e-01 1.351680e-02 
32 9455 0 0 0 3.648712e+01 2.176760e+02 7.877140e-01 1.365769e-02 
33 9519 0 0 0 3.648469e+01 2.176718e+02 7.848194e-01 1.362243e-02 
34 9583 0 0 0 3.648523e+01 2.176713e+02 7.884052e-01 1.366134e-02 
35 9647 0 0 0 3.648562e+01 2.176704e+02 7.923953e-01 1.373412e-02 
36 9711 0 0 0 3.648555e+01 2.176706e+02 7.872641e-01 1.364547e-02 
37 9775 0 0 0 3.648544e+01 2.176700e+02 7.915055e-01 1.373444e-02 
38 9839 0 0 0 3.648551e+01 2.176704e+02 7.954089e-01 1.380268e-02 
39 9903 0 0 0 3.648547e+01 2.176703e+02 7.958182e-01 1.380506e-02 
40 9967 0 0 0 3.648551e+01 2.176701e+02 7.955765e-01 1.380233e-02 
41 10031 0 0 0 3.648552e+01 2.176702e+02 8.000270e-01 1.387831e-02 
42 10095 0 0 0 3.648552e+01 2.176703e+02 7.973503e-01 1.383098e-02 
43 10159 0 0 0 3.648552e+01 2.176703e+02 7.946243e-01 1.378439e-02 
44 10223 0 0 0 3.648551e+01 2.176703e+02 7.951419e-01 1.379309e-02 
45 10287 0 0 0 3.648551e+01 2.176703e+02 7.938796e-01 1.377112e-02 
46 10351 0 0 0 3.648551e+01 2.176703e+02 7.948162e-01 1.378754e-02 
47 10415 0 0 0 3.648551e+01 2.176703e+02 7.962992e-01 1.381311e-02 
48 10479 0 0 0 3.648552e+01 2.176703e+02 7.968054e-01 1.382180e-02 
49 10543 0 0 0 3.648552e+01 2.176703e+02 7.965433e-01 1.381728e-02 
50 10607 0 0 0 3.648551e+01 2.176703e+02 7.960830e-01 1.380927e-02 
51 10671 0 0 0 3.648552e+01 2.176703e+02 7.946413e-01 1.378426e-02 
52 10735 0 0 0 3.648551e+01 2.176703e+02 7.951669e-01 1.379339e-02 
53 10799 0 0 0 3.648551e+01 2.176703e+02 7.951087e-01 1.379237e-02 
54 10863 0 0 0 3.648551e+01 2.176703e+02 7.951825e-01 1.379364e-02 
55 10927 0 0 0 3.648552e+01 2.176703e+02 7.957190e-01 1.380294e-02 
56 10991 0 0 0 3.648551e+01 2.176703e+02 7.950861e-01 1.379197e-02 
57 11055 0 0 0 3.648552e+01 2.176703e+02 7.952924e-01 1.379555e-02 
58 11119 0 0 0 3.648552e+01 2.176703e+02 7.954763e-01 1.379874e-02 
59 11183 0 0 0 3.648552e+01 2.176703e+02 7.955310e-01 1.379969e-02 
60 11247 0 0 0 3.648552e+01 2.176703e+02 7.959021e-01 1.380612e-02 
61 11311 0 0 0 3.648552e+01 2.176703e+02 7.958386e-01 1.380502e-02 
62 11375 0 0 0 3.648552e+01 2.176703e+02 7.957805e-01 1.380402e-02 
63 11439 0 0 0 3.648552e+01 2.176703e+02 7.955313e-01 1.379969e-02 
64 11503 0 0 0 3.648552e+01 2.176703e+02 7.956966e-01 1.380256e-02 
65 11567 0 0 0 3.648552e+01 2.176703e+02 7.956709e-01 1.380211e-02 
66 11631 0 0 0 3.648552e+01 2.176703e+02 7.958074e-01 1.380448e-02 
