L1_R,L1_T,L1_A,L2_R,L2_T,L2_A,L6_R,L6_T,L6_A,L3_R,L3_T,L3_A,L9_R,L9_T,L9_A,L7_R,L7_T,L7_A,L4_R,L4_T,L4_A,L5_R,L5_T,L5_A,L8_R,L8_T,L8_A
0.47092129225,0.41390828180000006,0.115170426,0.49236377854999996,0.42987058334999995,0.07776563815,0.456312663,0.41777776645,0.12590957045,0.43816197954999997,0.4469404742,0.11489754594999999,0.45386615539999997,0.42259173905,0.12354210569999999,0.49413557710000006,0.4465630409,0.059301381949999996,0.42370822415,0.37949775004999997,0.19679402585,0.42255393015,0.38167661475000003,0.1957694552,0.44118603089999997,0.48180080245,0.0770131668
0.4540074293,0.39775739894999995,0.14823517179999998,0.4590576903,0.40093151565000007,0.14001079415,0.42945346765000003,0.38877709715000003,0.18176943505,0.4127191312,0.41879591315,0.16848495535,0.4287924299,0.3943015963,0.17690597395,0.46935280409999997,0.42466504635,0.10598214955,0.40444162265,0.3571838901,0.2383744873,0.4041480448,0.3632931573,0.23255879794999998,0.4221978257,0.4443024741,0.13349970035
0.4330543113,0.37375037035,0.19319531845,0.43069625425,0.37584177505,0.1934619708,0.41657750615000005,0.3699241592,0.21349833454999997,0.38780115205,0.3924994624,0.21969938525,0.41046325585,0.3685380545,0.22099868984999999,0.44001981545,0.40311586364999996,0.15686432090000002,0.37766889569999995,0.32912128370000004,0.29320982064999995,0.39971212995000005,0.3547248362,0.24556303390000003,0.41436002775,0.4208742827,0.1647656897
0.4219690737,0.35922434995,0.21880657645,0.41210514475000004,0.35320564525,0.23468921004999999,0.3978716385,0.35088665890000004,0.2512417025,0.3669353772,0.3655596597,0.26750496285,0.39188340904999996,0.3444600093,0.26365658185,0.41671030165000006,0.37386105205,0.2094286463,0.35138849075,0.30420347115,0.34440803815,0.3861986309,0.3395105338,0.27429083535,0.39700074144999997,0.39869969445,0.2042995642
0.40462436385,0.34140325565,0.2539723806,0.39243632145,0.3281287301,0.2794349485,0.3709073991,0.32674994115,0.30234265969999996,0.35112928435,0.3393945479,0.30947616755,0.370402659,0.3225690535,0.30702828775,0.39839673975,0.34698396345,0.25461929679999995,0.33524154695,0.2857273535,0.37903109960000003,0.36424779435000004,0.3159775022,0.31977470355,0.3747528429,0.3682838346,0.2569633227
0.37944662365000004,0.31731839730000005,0.30323497915,0.37124657395,0.30440386535,0.32434956075,0.3482965922,0.30441231859999995,0.34729108909999995,0.34095407745,0.31967738295000003,0.33936853945,0.35172161765000004,0.30515592015,0.34312246245,0.38251077580000004,0.3362671898,0.28122203445,0.32984986510000003,0.27561359544999997,0.3945365395,0.35047011110000004,0.29595858134999997,0.35357130765,0.35678330255,0.3357039114,0.3075127862
0.3577097609,0.29300876935000003,0.3492814699,0.35650540989999996,0.288662239,0.35483235115,0.3296283442,0.2859311797,0.384440476,0.31956740520000004,0.29118274639999997,0.38924984825,0.32713199055,0.28206279715,0.39080521255,0.36274045509999997,0.31484036255000003,0.32241918245,0.31226458535,0.25174206115,0.4359933535500001,0.3268825882,0.26922872915,0.4038886828,0.3318859857,0.3087876484,0.3593263661
0.3386075715,0.27637368265,0.38501874595,0.34252065015,0.27461920019999997,0.3828601497,0.30692826689999997,0.26750856915,0.42556316385,0.2988874622,0.2668341216,0.4342784161,0.30434816425,0.2599853265,0.43566650944999996,0.3432849949,0.28989686574999995,0.36681813945,0.2991523774,0.2323967062,0.4684509165,0.3080793598,0.24810154705,0.4438190934,0.30723711319999997,0.28383760365,0.40892528325
0.32488180180000004,0.26810457320000003,0.4070136251,0.32630055609999997,0.25808494495,0.415614499,0.28833827965,0.25029410125,0.46136761899999995,0.28229170905,0.24813389309999997,0.46957439775000004,0.28620413135,0.24282647824999998,0.4709693906,0.32475234565,0.26945302165,0.4057946328,0.2935162152,0.2242116341,0.48227215074999996,0.2989979215,0.2356685214,0.4653335573,0.28900496805,0.26121143695,0.44978359515
0.31165812675,0.25155285399999994,0.4367890193,0.3067267952,0.24065577784999997,0.45261742695,0.27679434934999997,0.23440639859999995,0.48879925195,0.26485640375,0.22867312895,0.50647046725,0.26644712579999996,0.228240798,0.5053120764,0.30680720195,0.2527252226,0.44046757555000005,0.2817499554,0.2143028811,0.50394716355,0.28510279855,0.22026098535000002,0.4946362163,0.266663244,0.2382809199,0.4950558362
0.29272284855,0.2353194153,0.4719577362,0.29092914799999997,0.2249271938,0.4841436582,0.26440625865,0.21991087039999999,0.51568287085,0.25272479724999997,0.21852904884999996,0.5287461538,0.25310545485,0.2151087725,0.53178577285,0.2943777569,0.23572719305,0.46989505015000005,0.26822724615,0.20894794174999998,0.52282481215,0.27256889385,0.21340200929999997,0.5140290970500001,0.24869658220000002,0.22058661499999999,0.53071680285
0.27558188235,0.22450847985000003,0.4999096379,0.2786677884,0.21162136585,0.50971084575,0.2508552666,0.20868594430000004,0.54045878895,0.24018692635,0.2108428957,0.5489701779,0.24386460679999997,0.20248497705,0.55365041635,0.28625159265,0.22315547914999997,0.49059292825,0.2555271584,0.20397065430000003,0.54050218735,0.2604838805,0.20631337480000003,0.5332027449,0.23806303965,0.20757922515000002,0.55435773525
0.26402029825,0.213117548,0.52286215385,0.26624323569999997,0.1975999042,0.5361568601,0.23728934549999997,0.19875835155,0.5639523028,0.22342492634999997,0.1975323017,0.57904277195,0.23291288844999997,0.1901402532,0.5769468585,0.27722038935,0.21344213664999998,0.5093374741,0.24325873739999998,0.19230031635,0.5644409462500001,0.24575265975000002,0.19227232575,0.5619750147,0.22648411565,0.19543461915000002,0.5780812652
0.25160466350000005,0.1977414855,0.5506538511,0.25607084204999997,0.1868350604,0.5570940975500001,0.2290036981,0.18992429100000002,0.5810720108,0.2109909971,0.18568602745,0.60332297545,0.22173291995,0.18082925349999998,0.59743782665,0.26393541724999997,0.19899148900000002,0.53707309385,0.23236057879999997,0.18018238520000002,0.58745703605,0.2345590789,0.18301799055,0.58242293075,0.21589634335,0.1862368022,0.59786685445
0.2406747266,0.18528649454999999,0.57403877895,0.24939198819999997,0.17873103095,0.5718769809,0.21936998005000002,0.1796128984,0.6010171215,0.19999886935,0.174473286,0.62552784465,0.21154809495000002,0.1713330417,0.61711886345,0.25174500875,0.18542041304999998,0.56283457825,0.22368972165,0.16879469035,0.60751558805,0.22593700305,0.1734047303,0.60065826685,0.20511742515,0.17539418025,0.6194883946
0.22910303290000003,0.17403953155000002,0.5968574356,0.24075270170000002,0.1708555669,0.58839173145,0.21007407709999998,0.16732668605,0.6225992368,0.1907883741,0.16430345325,0.64490817265,0.20336284440000002,0.1614165245,0.6352206311499999,0.24054188539999996,0.17272700675,0.5867311078999999,0.21400416329999997,0.15424662584999999,0.63174921085,0.21562713595,0.1614806023,0.6228922619499999,0.19262226305000002,0.16361464315000002,0.6437630937
0.22060415205,0.1659949611,0.6134008869,0.2299672663,0.16478740269999997,0.60524533105,0.20887293314999997,0.160094755,0.6310323118,0.18654974875000002,0.156500682,0.65694956925,0.19790269605000002,0.15386395045,0.64823335355,0.23166781985,0.1628056205,0.6055265597,0.20375782085,0.14294460025000003,0.65329757895,0.20836448000000002,0.154323536,0.6373119841499999,0.18505449825,0.1602287011,0.6547168005
0.21620971165,0.16186025555,0.6219300327999999,0.22041281915000002,0.15672119369999998,0.62286598715,0.20422157565000001,0.15324907670000001,0.64252934765,0.18088569185,0.1505588555,0.6685554526999999,0.19307834675,0.14759907365,0.6593225796000001,0.22469898035,0.16023751975,0.6150635,0.19925401815,0.13956735305,0.6611786288,0.20391004795,0.1510395505,0.6450504016999999,0.180345528,0.15521162465,0.6644428472
0.21237048085,0.15853946955,0.6290900496,0.21103201609999997,0.1502025585,0.63876542545,0.19524192375,0.14407769944999999,0.6606803768,0.17369066905000002,0.14489538824999998,0.68141394275,0.1845741663,0.14159932285,0.6738265108,0.21892480775000003,0.15637002995,0.6247051624,0.1981874383,0.13781784660000002,0.66399471515,0.19877710975000001,0.1491134143,0.65210947605,0.17327971565,0.14860125745,0.67811902675
0.20713834955000002,0.15412889894999998,0.63873275155,0.20238391249999999,0.14395238859999998,0.6536636989,0.186573658,0.1373217944,0.6761045476,0.1664466545,0.13848201075,0.6950713347999999,0.1748285439,0.13491672525,0.6902547308,0.21261535335,0.14619163475,0.641193012,0.1957130625,0.13393877839999999,0.6703481591499999,0.19416743845,0.1446005152,0.6612320465,0.165291525,0.14318830055,0.69152017435
0.2001446636,0.1455430514,0.65431228505,0.1939918882,0.13515715005,0.67085096175,0.17859536604999998,0.1330428412,0.68836179275,0.15886452474999999,0.13099840329999998,0.71013707205,0.1657143913,0.12550845535,0.70877715335,0.20609275095,0.13631552505,0.6575917241000001,0.18824449005,0.12616358960000001,0.6855919204,0.1866295759,0.13353461525,0.67983580895,0.1586921715,0.135954372,0.7053534563499999
0.1945994104,0.13746192689999998,0.6679386627499999,0.18675618994999998,0.12834435589999998,0.6848994540500001,0.17143617095000002,0.1264089293,0.70215489975,0.15405040515,0.12554879065,0.7204008043,0.15977095725,0.11912251855,0.7211065242,0.19967549469999998,0.1302486045,0.6700759008999999,0.1805762189,0.11909646565000001,0.7003273154499999,0.1790454741,0.1248226799,0.6961318460999999,0.15178568215000002,0.1283826711,0.7198316466
0.18866700635,0.12900873284999997,0.68232426085,0.18069476224999997,0.12393730155,0.6953679361,0.16647746515,0.1200931735,0.7134293613,0.15137316395,0.12202477980000001,0.72660205635,0.1558015056,0.11666150075,0.72753699365,0.19383473950000002,0.12487173365,0.681293527,0.1753511971,0.11314980015000001,0.7114990027499999,0.17333012599999997,0.11903384744999998,0.70763602665,0.1455435712,0.1220470154,0.7324094132500001
0.17875525225,0.1194958537,0.7017488941,0.1741406456,0.11905044099999999,0.70680891335,0.16120899385,0.11353329315,0.7252577129,0.14759956140000002,0.11614409264999999,0.736256346,0.149308844,0.1116034585,0.73908769755,0.18786613759999998,0.11921002965000001,0.6929238328999999,0.1691740359,0.10761843704999999,0.72320752705,0.1667379539,0.11215768895,0.7211043573,0.14044280680000001,0.11603765369999999,0.74351953935
0.1749621694,0.11642120995,0.7086166206500001,0.17139081265,0.11697465879999999,0.7116345285000001,0.15915352794999998,0.11020782339999999,0.73063864855,0.1439248986,0.11165891539999999,0.7444161859999999,0.1456854131,0.1073692459,0.746945341,0.18438434195,0.11607386135,0.69954179685,0.16351376204999998,0.10604232414999999,0.7304439138000001,0.1640941094,0.10909191329999998,0.7268139774,0.13694664325,0.1132370047,0.7498163518500001
0.17240781430000002,0.11428540414999999,0.71330678155,0.1668904225,0.11547561584999999,0.7176339616,0.1567356995,0.10793014475,0.7353341556999999,0.1411728205,0.10939068069999999,0.7494364988,0.14410539275,0.10537409795,0.75052050925,0.182117207,0.11181272515,0.706070068,0.15998208234999997,0.10378484800000001,0.7362330696,0.16125921785,0.10742967205000001,0.7313111102,0.13107295430000002,0.10838409189999998,0.7605429536
0.1665451814,0.10955286965,0.7239019489,0.15885627794999999,0.11058189275,0.73056182925,0.15331486105,0.10317833029999998,0.7435068086500001,0.13734363275,0.10560786595,0.7570485013,0.1411157116,0.10186906055,0.75701522785,0.1782566196,0.10685001270000001,0.71489336785,0.1565897334,0.09970905240000001,0.7437012140999999,0.1563369679,0.10415264990000002,0.73951038225,0.1238441853,0.10170261574999999,0.7744531987000001
0.16187598305,0.10554895895000001,0.732575058,0.1519306783,0.10465488399999998,0.7434144376,0.1511686463,0.09815059455,0.7506807592,0.13387845385000002,0.1009311468,0.7651903993,0.1386168232,0.09833379554999999,0.7630493813,0.1743283387,0.1034361447,0.72223551675,0.15310000535,0.09545977180000001,0.7514402227000001,0.15220515739999999,0.100812341,0.74698250155,0.12002723715000001,0.0978628815,0.78210988115
0.15777817645,0.10058028575,0.7416415378,0.14618219735,0.09984243445,0.7539753681,0.14502755755,0.09245667335,0.76251576915,0.13164065795,0.09832812355000001,0.7700312185,0.13560094024999997,0.0947739808,0.769625079,0.17150754035,0.0990276019,0.7294648579,0.14802746115,0.08906785425,0.7629046844999999,0.14697020535,0.0956939864,0.7573358083,0.11457333844999999,0.09448305625,0.7909436051000001
0.15303742565,0.0949464998,0.75201607455,0.1412351657,0.0950338027,0.7637310315,0.13954024765,0.08804346115,0.77241629125,0.12921770940000002,0.09527598670000001,0.7755063039500001,0.13153591265,0.08942227159999999,0.7790418157500001,0.16840189665,0.093646443,0.7379516604999999,0.14297879154999998,0.0838739052,0.7731473031,0.14230467794999999,0.09004302075000001,0.7676523013500001,0.11067633619999999,0.09057936605,0.7987442976500001
0.14924454545000002,0.09193010045,0.7588253541000001,0.1378229198,0.0909317471,0.771245333,0.1370028055,0.0858055814,0.7771916131500001,0.125868395,0.09028050735,0.7838510977500001,0.12679891015,0.08439350179999999,0.78880758805,0.164782451,0.09043198920000001,0.74478556,0.13959603365,0.07989192565,0.7805120405499999,0.13853865425,0.08534603310000001,0.7761153127,0.10953700389999999,0.08699419280000001,0.80346880325
0.1462766369,0.0887463353,0.76497702775,0.13425320624999998,0.08607985665,0.779666937,0.1343911031,0.083303402,0.7823054949,0.12207071575000002,0.08376577755,0.79416350675,0.12192583845,0.0808441104,0.7972300511499999,0.1615871996,0.08792979725,0.7504830033500001,0.1363144835,0.07413456555,0.7895509508,0.13463466279999997,0.08093117835000001,0.78443415885,0.1060836611,0.08321564499999999,0.81070069385
0.1445496289,0.0868848641,0.7685655069999999,0.1314527241,0.08321021279999999,0.785337063,0.1320460918,0.08094680925,0.78700709895,0.12031143800000002,0.07963384779999999,0.8000547142500001,0.11916434584999999,0.07888082165,0.8019548325000001,0.159173578,0.0850235357,0.7558028864999999,0.13307602185,0.07074802109999999,0.7961759569,0.13264089255,0.07833150059999999,0.7890276068500001,0.10421147405,0.08038511535000001,0.8154034105999999
0.14236887380000002,0.08532719605,0.77230393015,0.129413764,0.080842374,0.7897438619,0.12920179995,0.07734101639999999,0.79345718365,0.11992207884999999,0.07764269805,0.80243522315,0.1183749086,0.0774891239,0.80413596755,0.1565323096,0.08177403015,0.76169366045,0.1297107375,0.0689068715,0.8013823908,0.1304763364,0.07643894845,0.7930847152,0.10234455630000001,0.07740642405,0.8202490196500001
0.137690582,0.081131726,0.781177692,0.12596824164999998,0.0765287651,0.7975029931,0.12581975655,0.07322798154999999,0.8009522619,0.118371959,0.07549878275,0.8061292583,0.11759692285000001,0.07461458795,0.8077884892,0.1530263397,0.07767393055,0.76929972995,0.12601087090000002,0.0651236791,0.8088654498000001,0.12669491975,0.07336960455,0.7999354757500001,0.0985317804,0.0734714138,0.82799680575
0.13465528354999998,0.07794678390000001,0.7873979326,0.1239134668,0.07348345485,0.8026030782,0.12439747594999999,0.07195611254999999,0.8036464114999999,0.11672904804999999,0.07283035615,0.81044059585,0.11591576960000001,0.07142775295,0.81265647745,0.15069617600000002,0.0750308878,0.7742729364500001,0.12332399759999998,0.06388577975000001,0.8127902225,0.12515820975,0.0721030889,0.8027387014,0.0969781057,0.07214908179999999,0.83087281245
0.13152080915,0.0742120156,0.7942671753,0.121806927,0.07129025865000001,0.8069028142000001,0.1233268243,0.0697842143,0.8068889614,0.11449555864999998,0.06988198539999999,0.815622456,0.1130277964,0.0678714431,0.8191007604999999,0.14815879115,0.07304883115000001,0.7787923779000001,0.1208495096,0.061885276249999996,0.8172652140000001,0.12221709355000002,0.06913778775,0.80864511875,0.09521232965,0.069498772,0.83528889835
0.12692909925,0.06983214104999999,0.8032387597999999,0.11839577655,0.06831017195000001,0.8132940514,0.12100937105000001,0.06606034855000001,0.8129302804,0.1113914023,0.0665916724,0.82201692535,0.1100617174,0.06405861255,0.82587967,0.1443036271,0.06895887185,0.7867375012,0.11770463595,0.05772000149999999,0.8245753624000001,0.1187790414,0.06352515065,0.8176958079500001,0.091861917,0.0645984937,0.8435395893
0.12271450875,0.06679191115000001,0.8104935802,0.1156295131,0.06433770400000001,0.82003278275,0.11946109889999998,0.0644842456,0.8160546555,0.10895429049999998,0.0633589578,0.8276867518,0.10888952464999999,0.0608402933,0.8302701819999999,0.1406106473,0.0643491759,0.79504017695,0.11427225855,0.05506405325,0.8306636880500001,0.11754824719999998,0.0593892875,0.8230624653499999,0.0898036661,0.06158131405,0.8486150198000001
0.11932922630000001,0.06371574095,0.8169550327999999,0.11326416525,0.06094124365,0.825794591,0.11707152425,0.06207821295,0.8208502628,0.10668506394999999,0.06028628725,0.8330286489000001,0.10732023815,0.0576144446,0.83506531715,0.1387440072,0.06257859610000001,0.7986773968499999,0.11138499339999999,0.0534197872,0.8351952192500001,0.11501827885,0.057209947299999994,0.82777177385,0.0880300878,0.058703008749999994,0.85326690335
0.1166997166,0.0609355839,0.8223646995999999,0.11154714480000001,0.05880159755000001,0.8296512575499999,0.11532324175,0.05901893975,0.8256578185000001,0.10451148035000002,0.057400562999999995,0.8380879567500001,0.1054914983,0.0551869972,0.8393215043,0.13720618875,0.06016921665,0.8026245946999999,0.10965934260000001,0.0514500759,0.8388905813,0.11289629895,0.056054950299999996,0.83104875075,0.08577342795000001,0.055913046050000005,0.8583135259500001
0.11391129330000001,0.05773022400000001,0.8283584828,0.10940354300000002,0.05545241715000001,0.8351440398,0.11355220299999999,0.05572056075,0.8307272362000001,0.10174541955000001,0.05421953315,0.8440350473999999,0.1028446418,0.05238842754999999,0.84476693045,0.13509192795,0.056461932400000005,0.80844613975,0.10839974734999999,0.0487081822,0.8428920703000001,0.11089170109999999,0.0542426858,0.8348656131000001,0.08293957440000001,0.05305104785,0.8640093777000001
0.10948246435,0.05403126960000001,0.83648626615,0.1059252404,0.05100751835,0.84306724115,0.11001274134999998,0.051161339900000005,0.8388259187500001,0.0986789508,0.05008750855000001,0.8512335407,0.0988154695,0.047655702499999994,0.85352882785,0.13232186855,0.053077706950000005,0.81460042455,0.10521241965000001,0.045306403300000006,0.8494811769,0.106788192,0.050001316399999995,0.8432104916000001,0.08008467305,0.04949947415,0.8704158527499999
0.107504819,0.05164934865,0.84084583245,0.10365853629999999,0.04889493515,0.8474465284500001,0.10823186855,0.0489976142,0.84277051725,0.09725252124999999,0.04859823989999999,0.8541492389500001,0.0973725939,0.0460881983,0.8565392076,0.130752866,0.05034892319999999,0.8188982108999999,0.10314692110000001,0.04279797635,0.8540551024,0.1043077775,0.0467930119,0.84889921055,0.07832320005,0.0474755095,0.87420129035
0.10570975395,0.04885855955,0.8454316866500001,0.1016923499,0.04723766305,0.85106998695,0.10738385365,0.04760793465,0.8450082116500001,0.0959689186,0.04756082229999999,0.8564702592,0.0963582102,0.04505807465,0.858583715,0.12920055795000002,0.048223232250000005,0.8225762098999999,0.10160533219999998,0.0405167252,0.85787794245,0.1024718381,0.0445416005,0.8529865613500001,0.07721398705,0.0461331022,0.8766529106500001
0.10191294595,0.0450304948,0.8530565594,0.0992410163,0.044037899,0.8567210846,0.1057188437,0.0447111799,0.8495699763500001,0.09325541080000001,0.044755815649999996,0.8619887736499999,0.09301571815000001,0.04137493245,0.86560934935,0.12650313155,0.04583946005,0.8276574085,0.09903510785,0.03795467335,0.8630102187,0.09947828075000001,0.04153984870000001,0.8589818704999999,0.07561367825000001,0.0435995365,0.88078678515
0.0998277288,0.04261909265,0.8575531787000001,0.0980934259,0.04172556945,0.86018100455,0.10415725034999998,0.042676284249999995,0.85316646535,0.09145772525,0.0425813366,0.8659609383,0.09034315940000001,0.0387392477,0.8709175928499999,0.1250293362,0.04324999985,0.83172066405,0.09661428875,0.0354672561,0.8679184550499999,0.09692714135,0.039094934399999996,0.8639779242000001,0.0747276569,0.04096021635,0.8843121266499999
0.0979257948,0.0403091865,0.8617650187999999,0.09696674255,0.039146533850000005,0.86388672355,0.1023651955,0.04028519825,0.85734960615,0.08990145595000001,0.04057920365,0.8695193405499999,0.0878244746,0.03649725155,0.8756782737999999,0.1241745463,0.040843943199999996,0.8349815105499999,0.09359503325,0.0330339282,0.87337103845,0.09451630325,0.036177307000000006,0.86930638975,0.07357381775,0.038226474450000006,0.8881997077000001
0.0955390339,0.03792414195,0.86653682425,0.0953988689,0.03621609895,0.8683850321,0.10050384004999999,0.0377293672,0.8617667926499999,0.08743844879999998,0.0387465112,0.8738150401,0.08542352765,0.033941027,0.8806354452999999,0.1224922984,0.03886783235,0.8386398693,0.0905394119,0.030545263649999998,0.87891532435,0.0919293361,0.03282788885,0.8752427749999999,0.0718654825,0.035732332850000006,0.8924021845500001
0.09403984285,0.03694492765,0.8690152296499999,0.0940471432,0.0345399246,0.8714129321499999,0.09942125974999999,0.036030074,0.8645486661500001,0.08537825795000001,0.0373231009,0.8772986412,0.08412644589999999,0.0327217376,0.8831518164500001,0.12087565139999998,0.03812351175,0.8410008368999999,0.08885945049999999,0.028298634499999996,0.88284191495,0.09009149229999999,0.03072024905,0.8791882585999999,0.0709017398,0.0345735274,0.8945247327000001
0.0922588081,0.03455793855,0.8731832535,0.0920262249,0.03273250825,0.8752412668,0.09882681905,0.03443714505,0.8667360358,0.0841236739,0.035735401099999994,0.8801409250500001,0.0835759174,0.03132670075,0.8850973818,0.11952162585,0.0359746435,0.84450373065,0.0880354112,0.027096195400000002,0.8848683934,0.08947711375,0.029710396,0.8808124902,0.06984661835,0.03346872345,0.8966846581000001
0.09058980825,0.032108895900000003,0.8773012959500001,0.09047997960000001,0.0312685376,0.87825148275,0.09757338865000001,0.032054697400000005,0.8703719139,0.08284515315,0.03389527405,0.8832595728999999,0.0828485713,0.02947864635,0.8876727822999999,0.11794236524999999,0.033225990250000004,0.8488316445,0.08733062309999999,0.026613586099999996,0.8860557908000001,0.08868461219999998,0.0287625847,0.8825528031,0.06838249025000001,0.03171727965,0.8999002300000001
0.08948189495,0.030612613150000002,0.87990549195,0.09001026045,0.03023133395,0.87975840555,0.09614933745000001,0.02924254375,0.87460811875,0.08208793585,0.03276838085,0.8851436833499999,0.0819082025,0.028205585600000006,0.8898862118499998,0.11692342180000001,0.03147552335,0.8516010548,0.0867137882,0.02584670435,0.8874395074499999,0.08731105994999999,0.02779857475,0.8848903653000001,0.0670113715,0.03001206065,0.9029765677
0.0879353762,0.02865686595,0.8834077579,0.0884197403,0.028661037099999998,0.88291922255,0.09502248065,0.0272698942,0.8777076251,0.08075871595,0.0313798171,0.8878614670000001,0.08062526085,0.026879886399999997,0.89249485275,0.11615598010000001,0.029944588149999996,0.85389943165,0.08563987805,0.023466014099999998,0.8908941078500001,0.08547297235,0.026040333550000006,0.8884866940499998,0.06580403609999999,0.028300687550000002,0.9058952761999999
0.08679454165,0.027498859099999995,0.88570659925,0.0867015572,0.027216632549999998,0.8860818102000001,0.09440925084999999,0.026082915900000003,0.8795078331499999,0.0791932093,0.02937378035,0.8914330103999999,0.0793899798,0.0258113466,0.8947986736000001,0.11547919005,0.028959715750000004,0.8555610940999999,0.08430721935,0.02181185655,0.8938809241,0.08392367265,0.0243561645,0.8917201628000001,0.06537129459999999,0.026975051499999996,0.9076536538000001
