latent heat flux per layer 
Wm-2
   108.87   107.35   105.82   104.27   102.71   101.15    99.58    98.00    96.42    94.84    93.25    91.67    90.08    88.49    86.91    85.33    83.75    82.17    80.60    79.04    77.49    75.94    74.41    72.88    71.37    69.88    68.40    66.94    65.49    64.07    62.67    61.29    59.94    58.61    57.32    56.05    54.81    53.60    52.42    51.28    50.17    49.09    48.05    47.05    46.08    45.15    44.26    43.41    42.60    41.83    41.10    40.41    39.76    39.16    38.59    38.07    37.60    37.16    36.78    36.43    68.89
   111.98   110.41   108.83   107.24   105.63   104.02   102.39   100.76    99.12    97.48    95.83    94.18    92.53    90.88    89.23    87.58    85.93    84.29    82.65    81.02    79.39    77.77    76.17    74.57    72.99    71.43    69.88    68.35    66.84    65.35    63.88    62.44    61.02    59.63    58.28    56.95    55.65    54.38    53.15    51.96    50.79    49.67    48.58    47.53    46.52    45.55    44.61    43.72    42.87    42.06    41.29    40.57    39.88    39.24    38.65    38.09    37.58    37.12    36.70    36.33    64.67
   114.75   113.15   111.53   109.89   108.23   106.57   104.89   103.21   101.52    99.82    98.12    96.41    94.70    92.99    91.28    89.57    87.86    86.16    84.46    82.76    81.08    79.40    77.73    76.08    74.44    72.81    71.20    69.61    68.05    66.50    64.98    63.48    62.02    60.58    59.17    57.79    56.45    55.14    53.86    52.62    51.42    50.25    49.13    48.04    46.99    45.99    45.02    44.10    43.22    42.38    41.58    40.83    40.12    39.45    38.83    38.25    37.72    37.23    36.79    36.40    63.27
   119.47   117.77   116.05   114.31   112.56   110.79   109.01   107.22   105.42   103.62   101.80    99.99    98.17    96.34    94.52    92.70    90.88    89.06    87.24    85.44    83.64    81.85    80.08    78.32    76.57    74.84    73.14    71.45    69.78    68.15    66.53    64.95    63.40    61.88    60.39    58.93    57.52    56.13    54.79    53.48    52.22    50.99    49.81    48.67    47.57    46.51    45.49    44.52    43.60    42.72    41.88    41.09    40.34    39.64    38.98    38.37    37.81    37.29    36.82    36.39    60.76
   123.33   121.53   119.70   117.86   116.00   114.13   112.24   110.34   108.43   106.52   104.60   102.67   100.75    98.82    96.89    94.96    93.04    91.12    89.21    87.30    85.41    83.53    81.66    79.81    77.98    76.16    74.37    72.61    70.87    69.16    67.48    65.82    64.21    62.62    61.08    59.57    58.10    56.66    55.27    53.92    52.61    51.34    50.12    48.94    47.81    46.72    45.67    44.67    43.72    42.81    41.95    41.13    40.36    39.64    38.96    38.33    37.75    37.21    36.72    36.28    58.89
   126.51   124.60   122.66   120.71   118.74   116.76   114.76   112.75   110.74   108.71   106.69   104.66   102.62   100.59    98.56    96.54    94.52    92.51    90.50    88.51    86.53    84.57    82.63    80.70    78.80    76.92    75.06    73.23    71.44    69.67    67.94    66.24    64.57    62.95    61.36    59.81    58.31    56.84    55.42    54.04    52.70    51.41    50.17    48.96    47.81    46.70    45.64    44.62    43.65    42.73    41.85    41.02    40.24    39.51    38.82    38.18    37.59    37.04    36.54    36.10    57.36
   129.14   127.11   125.06   122.99   120.90   118.80   116.69   114.56   112.44   110.30   108.16   106.03   103.89   101.76    99.63    97.51    95.40    93.30    91.22    89.15    87.10    85.07    83.07    81.08    79.12    77.19    75.29    73.43    71.59    69.79    68.02    66.29    64.60    62.95    61.34    59.77    58.25    56.77    55.33    53.93    52.59    51.28    50.03    48.82    47.65    46.54    45.47    44.45    43.47    42.54    41.66    40.83    40.04    39.30    38.61    37.97    37.37    36.82    36.32    35.87    56.15
